	HAU.prot	JGIv1.prot	JGIv2.prot	Total
OG0016571	2	2	2	6
OG0016572	2	2	2	6
OG0016573	2	2	2	6
OG0016574	2	2	2	6
OG0016575	2	2	2	6
OG0016576	2	2	2	6
OG0016577	2	2	2	6
OG0016578	2	2	2	6
OG0016579	2	2	2	6
OG0016580	2	2	2	6
OG0016581	1	3	2	6
OG0016582	2	2	2	6
OG0016583	2	2	2	6
OG0016584	2	2	2	6
OG0016585	2	2	2	6
OG0016586	2	2	2	6
OG0016587	3	2	1	6
OG0016588	2	2	2	6
OG0016589	2	2	2	6
OG0016590	2	2	2	6
OG0016591	2	2	2	6
OG0016592	2	2	2	6
OG0016593	2	2	2	6
OG0016594	2	2	2	6
OG0016595	2	2	2	6
OG0016596	2	2	2	6
OG0016597	2	2	2	6
OG0016598	1	3	2	6
OG0016599	2	2	2	6
OG0016600	2	2	2	6
OG0016601	2	2	2	6
OG0016602	2	2	2	6
OG0016603	2	2	2	6
OG0016604	2	2	2	6
OG0016605	2	2	2	6
OG0016606	2	2	2	6
OG0016607	2	2	2	6
OG0016608	2	2	2	6
OG0016609	2	2	2	6
OG0016610	2	2	2	6
OG0016611	2	2	2	6
OG0016612	2	2	2	6
OG0016613	2	2	2	6
OG0016614	2	2	2	6
OG0016615	2	2	2	6
OG0016616	2	2	2	6
OG0016617	2	2	2	6
OG0016618	2	2	2	6
OG0016619	2	2	2	6
OG0016620	2	2	2	6
OG0016621	3	2	1	6
OG0016622	2	2	2	6
OG0016623	2	2	2	6
OG0016624	2	2	2	6
OG0016625	2	2	2	6
OG0016626	2	2	2	6
OG0016627	2	2	2	6
OG0016628	2	2	2	6
OG0016629	2	2	2	6
OG0016630	3	3	0	6
OG0016631	2	2	2	6
OG0016632	2	2	2	6
OG0016633	2	2	2	6
OG0016634	2	2	2	6
OG0016635	2	2	2	6
OG0016636	2	2	2	6
OG0016637	2	2	2	6
OG0016638	2	2	2	6
OG0016639	2	2	2	6
OG0016640	2	2	2	6
OG0016641	2	2	2	6
OG0016642	1	3	2	6
OG0016643	2	3	1	6
OG0016644	2	2	2	6
OG0016645	2	2	2	6
OG0016646	3	1	2	6
OG0016647	2	2	2	6
OG0016648	2	2	2	6
OG0016649	2	2	2	6
OG0016650	3	3	0	6
OG0016651	2	2	2	6
OG0016652	2	2	2	6
OG0016653	2	2	2	6
OG0016654	2	2	2	6
OG0016655	2	2	2	6
OG0016656	2	2	2	6
OG0016657	1	5	0	6
OG0016658	2	2	2	6
OG0016659	1	3	2	6
OG0016660	2	2	2	6
OG0016661	2	2	2	6
OG0016662	2	2	2	6
OG0016663	2	2	2	6
OG0016664	2	2	2	6
OG0016665	2	2	2	6
OG0016666	2	2	2	6
OG0016667	2	2	2	6
OG0016668	2	2	2	6
OG0016669	2	2	2	6
OG0016670	2	2	2	6
OG0016671	2	2	2	6
OG0016672	2	2	2	6
OG0016673	2	2	2	6
OG0016674	2	2	2	6
OG0016675	2	2	2	6
OG0016676	3	1	2	6
OG0016677	1	3	2	6
OG0016678	2	2	2	6
OG0016679	2	2	2	6
OG0016680	2	2	2	6
OG0016681	2	2	2	6
OG0016682	2	2	2	6
OG0016683	2	2	2	6
OG0016684	2	2	2	6
OG0016685	2	2	2	6
OG0016686	2	2	2	6
OG0016687	2	2	2	6
OG0016688	2	2	2	6
OG0016689	2	2	2	6
OG0016690	2	2	2	6
OG0016691	4	1	1	6
OG0016692	2	2	2	6
OG0016693	2	2	2	6
OG0016694	2	2	2	6
OG0016695	2	2	2	6
OG0016696	2	2	2	6
OG0016697	2	2	2	6
OG0016698	2	2	2	6
OG0016699	2	2	2	6
OG0016700	2	2	2	6
OG0016701	2	2	2	6
OG0016702	2	2	2	6
OG0016703	2	2	2	6
OG0016704	2	2	2	6
OG0016705	2	2	2	6
OG0016706	2	2	2	6
OG0016707	2	2	2	6
OG0016708	2	2	2	6
OG0016709	2	2	2	6
OG0016710	2	2	2	6
OG0016711	2	2	2	6
OG0016712	2	2	2	6
OG0016713	2	2	2	6
OG0016714	2	2	2	6
OG0016715	2	2	2	6
OG0016716	2	2	2	6
OG0016717	2	2	2	6
OG0016718	2	2	2	6
OG0016719	2	2	2	6
OG0016720	3	2	1	6
OG0016721	2	2	2	6
OG0016722	2	2	2	6
OG0016723	3	1	2	6
OG0016724	2	2	2	6
OG0016725	2	2	2	6
OG0016726	2	2	2	6
OG0016727	2	2	2	6
OG0016728	2	2	2	6
OG0016729	1	3	2	6
OG0016730	2	2	2	6
OG0016731	2	2	2	6
OG0016732	2	2	2	6
OG0016733	2	2	2	6
OG0016734	2	2	2	6
OG0016735	2	2	2	6
OG0016736	2	2	2	6
OG0016737	2	2	2	6
OG0016738	2	2	2	6
OG0016739	2	2	2	6
OG0016740	2	2	2	6
OG0016741	2	2	2	6
OG0016742	2	2	2	6
OG0016743	2	2	2	6
OG0016744	2	2	2	6
OG0016745	2	2	2	6
OG0016746	3	1	2	6
OG0016747	2	2	2	6
OG0016748	2	2	2	6
OG0016749	2	2	2	6
OG0016750	2	2	2	6
OG0016751	2	2	2	6
OG0016752	2	2	2	6
OG0016753	2	2	2	6
OG0016754	2	2	2	6
OG0016755	2	2	2	6
OG0016756	2	2	2	6
OG0016757	2	2	2	6
OG0016758	2	2	2	6
OG0016759	2	2	2	6
OG0016760	2	2	2	6
OG0016761	2	2	2	6
OG0016762	2	2	2	6
OG0016763	2	2	2	6
OG0016764	2	2	2	6
OG0016765	2	2	2	6
OG0016766	2	2	2	6
OG0016767	2	2	2	6
OG0016768	2	2	2	6
OG0016769	2	2	2	6
OG0016770	2	2	2	6
OG0016771	1	3	2	6
OG0016772	2	2	2	6
OG0016773	2	2	2	6
OG0016774	2	2	2	6
OG0016775	2	2	2	6
OG0016776	2	2	2	6
OG0016777	2	2	2	6
OG0016778	2	2	2	6
OG0016779	2	2	2	6
OG0016780	2	2	2	6
OG0016781	1	3	2	6
OG0016782	2	2	2	6
OG0016783	2	2	2	6
OG0016784	2	2	2	6
OG0016785	2	2	2	6
OG0016786	2	2	2	6
OG0016787	2	2	2	6
OG0016788	2	2	2	6
OG0016789	2	2	2	6
OG0016790	2	2	2	6
OG0016791	5	1	0	6
OG0016792	2	2	2	6
OG0016793	2	2	2	6
OG0016794	2	2	2	6
OG0016795	2	2	2	6
OG0016796	2	2	2	6
OG0016797	2	2	2	6
OG0016798	2	2	2	6
OG0016799	2	2	2	6
OG0016800	2	2	2	6
OG0016801	1	3	2	6
OG0016802	2	2	2	6
OG0016803	2	2	2	6
OG0016804	2	2	2	6
OG0016805	2	2	2	6
OG0016806	2	2	2	6
OG0016807	2	2	2	6
OG0016808	2	2	2	6
OG0016809	2	2	2	6
OG0016810	2	2	2	6
OG0016811	2	2	2	6
OG0016812	2	2	2	6
OG0016813	2	2	2	6
OG0016814	1	4	1	6
OG0016815	2	2	2	6
OG0016816	2	2	2	6
OG0016817	2	2	2	6
OG0016818	2	2	2	6
OG0016819	2	2	2	6
OG0016820	2	2	2	6
OG0016821	3	2	1	6
OG0016822	2	2	2	6
OG0016823	1	5	0	6
OG0016824	2	2	2	6
OG0016825	1	3	2	6
OG0016826	4	2	0	6
OG0016827	3	3	0	6
OG0016828	2	2	2	6
OG0016829	1	3	2	6
OG0016830	2	2	2	6
OG0016831	2	2	2	6
OG0016832	2	2	2	6
OG0016833	2	2	2	6
OG0016834	2	2	2	6
OG0016835	2	2	2	6
OG0016836	2	2	2	6
OG0016837	2	2	2	6
OG0016838	2	2	2	6
OG0016839	2	2	2	6
OG0016840	2	2	2	6
OG0016841	2	2	2	6
OG0016842	2	2	2	6
OG0016843	2	2	2	6
OG0016844	2	2	2	6
OG0016845	4	2	0	6
OG0016846	2	2	2	6
OG0016847	2	2	2	6
OG0016848	2	2	2	6
OG0016849	3	2	1	6
OG0016850	2	2	2	6
OG0016851	2	2	2	6
OG0016852	2	2	2	6
OG0016853	1	3	2	6
OG0016854	2	2	2	6
OG0016855	2	2	2	6
OG0016856	2	2	2	6
OG0016857	2	2	2	6
OG0016858	2	2	2	6
OG0016859	2	2	2	6
OG0016860	2	2	2	6
OG0016861	3	3	0	6
OG0016862	2	2	2	6
OG0016863	2	2	2	6
OG0016864	2	2	2	6
OG0016865	2	2	2	6
OG0016866	2	2	2	6
OG0016867	1	3	2	6
OG0016868	2	2	2	6
OG0016869	2	2	2	6
OG0016870	2	2	2	6
OG0016871	2	2	2	6
OG0016872	2	2	2	6
OG0016873	2	2	2	6
OG0016874	2	2	2	6
OG0016875	2	2	2	6
OG0016876	2	2	2	6
OG0016877	3	2	1	6
OG0016878	1	3	2	6
OG0016879	1	3	2	6
OG0016880	2	2	2	6
OG0016881	2	2	2	6
OG0016882	2	2	2	6
OG0016883	2	2	2	6
OG0016884	1	3	2	6
OG0016885	2	2	2	6
OG0016886	2	2	2	6
OG0016887	2	2	2	6
OG0016888	2	2	2	6
OG0016889	2	2	2	6
OG0016890	2	2	2	6
OG0016891	2	2	2	6
OG0016892	2	2	2	6
OG0016893	1	3	2	6
OG0016894	1	3	2	6
OG0016895	2	2	2	6
OG0016896	2	2	2	6
OG0016897	1	3	2	6
OG0016898	2	2	2	6
OG0016899	2	2	2	6
OG0016900	2	2	2	6
OG0016901	2	2	2	6
OG0016902	2	2	2	6
OG0016903	2	2	2	6
OG0016904	2	2	2	6
OG0016905	2	2	2	6
OG0016906	2	2	2	6
OG0016907	2	2	2	6
OG0016908	2	2	2	6
OG0016909	2	2	2	6
OG0016910	1	3	2	6
OG0016911	2	2	2	6
OG0016912	2	2	2	6
OG0016913	2	2	2	6
OG0016914	3	3	0	6
OG0016915	2	2	2	6
OG0016916	3	2	1	6
OG0016917	2	2	2	6
OG0016918	2	2	2	6
OG0016919	2	2	2	6
OG0016920	3	2	1	6
OG0016921	2	2	2	6
OG0016922	2	2	2	6
OG0016923	2	2	2	6
OG0016924	2	2	2	6
OG0016925	2	2	2	6
OG0016926	2	2	2	6
OG0016927	2	2	2	6
OG0016928	2	2	2	6
OG0016929	2	2	2	6
OG0016930	2	2	2	6
OG0016931	2	2	2	6
OG0016932	2	2	2	6
OG0016933	2	2	2	6
OG0016934	3	2	1	6
OG0016935	2	2	2	6
OG0016936	2	2	2	6
OG0016937	1	2	3	6
OG0016938	2	2	2	6
OG0016939	2	2	2	6
OG0016940	2	2	2	6
OG0016941	2	2	2	6
OG0016942	3	1	2	6
OG0016943	2	2	2	6
OG0016944	2	2	2	6
OG0016945	2	2	2	6
OG0016946	2	2	2	6
OG0016947	1	3	2	6
OG0016948	3	2	1	6
OG0016949	2	2	2	6
OG0016950	2	2	2	6
OG0016951	2	2	2	6
OG0016952	2	2	2	6
OG0016953	2	2	2	6
OG0016954	2	2	2	6
OG0016955	2	2	2	6
OG0016956	2	2	2	6
OG0016957	2	3	1	6
OG0016958	1	3	2	6
OG0016959	2	2	2	6
OG0016960	1	3	2	6
OG0016961	2	2	2	6
OG0016962	2	2	2	6
OG0016963	2	2	2	6
OG0016964	2	2	2	6
OG0016965	2	2	2	6
OG0016966	2	2	2	6
OG0016967	2	2	2	6
OG0016968	2	2	2	6
OG0016969	2	2	2	6
OG0016970	2	2	2	6
OG0016971	2	2	2	6
OG0016972	2	2	2	6
OG0016973	2	2	2	6
OG0016974	2	2	2	6
OG0016975	2	2	2	6
OG0016976	2	2	2	6
OG0016977	2	2	2	6
OG0016978	2	2	2	6
OG0016979	2	2	2	6
OG0016980	2	2	2	6
OG0016981	2	2	2	6
OG0016982	2	2	2	6
OG0016983	2	2	2	6
OG0016984	2	2	2	6
OG0016985	2	2	2	6
OG0016986	2	2	2	6
OG0016987	1	3	2	6
OG0016988	2	2	2	6
OG0016989	2	3	1	6
OG0016990	2	2	2	6
OG0016991	2	2	2	6
OG0016992	2	2	2	6
OG0016993	2	2	2	6
OG0016994	2	2	2	6
OG0016995	2	2	2	6
OG0016996	2	2	2	6
OG0016997	2	2	2	6
OG0016998	2	2	2	6
OG0016999	2	2	2	6
OG0017000	2	2	2	6
OG0017001	2	2	2	6
OG0017002	2	2	2	6
OG0017003	2	2	2	6
OG0017004	2	2	2	6
OG0017005	2	2	2	6
OG0017006	2	2	2	6
OG0017007	2	2	2	6
OG0017008	1	3	2	6
OG0017009	2	2	2	6
OG0017010	2	2	2	6
OG0017011	2	2	2	6
OG0017012	2	2	2	6
OG0017013	2	2	2	6
OG0017014	2	2	2	6
OG0017015	2	2	2	6
OG0017016	1	3	2	6
OG0017017	2	2	2	6
OG0017018	2	2	2	6
OG0017019	2	2	2	6
OG0017020	2	2	2	6
OG0017021	2	2	2	6
OG0017022	2	2	2	6
OG0017023	2	2	2	6
OG0017024	2	2	2	6
OG0017025	2	2	2	6
OG0017026	2	2	2	6
OG0017027	2	2	2	6
OG0017028	2	2	2	6
OG0017029	2	2	2	6
OG0017030	3	1	2	6
OG0017031	2	2	2	6
OG0017032	2	2	2	6
OG0017033	2	2	2	6
OG0017034	2	2	2	6
OG0017035	3	2	1	6
OG0017036	2	2	2	6
OG0017037	2	2	2	6
OG0017038	2	2	2	6
OG0017039	2	2	2	6
OG0017040	2	2	2	6
OG0017041	2	2	2	6
OG0017042	2	2	2	6
OG0017043	2	2	2	6
OG0017044	2	3	1	6
OG0017045	2	2	2	6
OG0017046	2	2	2	6
OG0017047	2	2	2	6
OG0017048	2	2	2	6
OG0017049	2	2	2	6
OG0017050	1	3	2	6
OG0017051	1	3	2	6
OG0017052	1	3	2	6
OG0017053	1	3	2	6
OG0017054	2	2	2	6
OG0017055	2	2	2	6
OG0017056	1	3	2	6
OG0017057	2	2	2	6
OG0017058	1	3	2	6
OG0017059	1	3	2	6
OG0017060	1	3	2	6
OG0017061	1	3	2	6
OG0017062	1	3	2	6
OG0017063	1	3	2	6
OG0017064	3	3	0	6
OG0017065	2	2	2	6
OG0017066	1	3	2	6
OG0017067	1	3	2	6
OG0017068	1	3	2	6
OG0017069	1	3	2	6
OG0017070	2	2	2	6
OG0017071	2	3	1	6
OG0017072	2	2	2	6
OG0017073	2	2	2	6
OG0017074	1	3	2	6
OG0017075	1	5	0	6
OG0017076	2	2	2	6
OG0017077	1	3	2	6
OG0017078	1	3	2	6
OG0017079	1	3	2	6
OG0017080	1	3	2	6
OG0017081	1	3	2	6
OG0017082	4	1	1	6
OG0017083	2	2	2	6
OG0017084	4	1	1	6
OG0017085	2	2	2	6
OG0017086	1	3	2	6
OG0017087	1	3	2	6
OG0017088	4	1	1	6
OG0017089	1	3	2	6
OG0017090	1	3	2	6
OG0017091	3	2	1	6
OG0017092	2	2	2	6
OG0017093	2	3	1	6
OG0017094	2	3	1	6
OG0017095	1	3	2	6
OG0017096	2	2	2	6
OG0017097	1	0	5	6
OG0017098	1	3	2	6
OG0017099	1	3	2	6
OG0017100	1	3	2	6
OG0017101	3	3	0	6
OG0017102	2	1	3	6
OG0017103	2	2	2	6
OG0017104	1	3	2	6
OG0017105	1	3	2	6
OG0017106	1	3	2	6
OG0017107	2	2	2	6
OG0017108	1	3	2	6
OG0017109	1	3	2	6
OG0017110	1	3	2	6
OG0017111	1	3	2	6
OG0017112	1	3	2	6
OG0017113	2	2	2	6
OG0017114	1	2	3	6
OG0017115	4	1	1	6
OG0017116	5	1	0	6
OG0017117	4	2	0	6
OG0017118	2	2	2	6
OG0017119	2	2	2	6
OG0017120	5	0	1	6
OG0017121	2	3	1	6
OG0017122	1	4	1	6
OG0017123	2	2	2	6
OG0017124	1	3	2	6
OG0017125	2	2	2	6
OG0017126	5	0	1	6
OG0017127	3	2	1	6
OG0017128	1	3	2	6
OG0017129	1	3	2	6
OG0017130	1	3	2	6
OG0017131	2	2	2	6
OG0017132	5	1	0	6
OG0017133	2	3	1	6
OG0017134	1	3	2	6
OG0017135	4	2	0	6
OG0017136	3	1	2	6
OG0017137	2	2	2	6
OG0017138	1	3	2	6
OG0017139	2	3	1	6
OG0017140	4	2	0	6
OG0017141	3	3	0	6
OG0017142	4	1	1	6
OG0017143	3	2	1	6
OG0017144	1	3	2	6
OG0017145	1	3	2	6
OG0017146	1	1	4	6
OG0017147	4	0	2	6
OG0017148	1	2	3	6
OG0017149	1	3	2	6
OG0017150	1	3	2	6
OG0017151	1	3	2	6
OG0017152	1	3	2	6
OG0017153	2	2	2	6
OG0017154	1	3	2	6
OG0017155	1	3	2	6
OG0017156	2	2	2	6
OG0017157	2	2	2	6
OG0017158	1	3	2	6
OG0017159	2	2	2	6
OG0017160	2	2	2	6
OG0017161	1	3	2	6
OG0017162	1	3	2	6
OG0017163	2	2	2	6
OG0017164	1	3	2	6
OG0017165	2	2	2	6
OG0017166	1	3	2	6
OG0017167	2	2	2	6
OG0017168	2	2	2	6
OG0017169	2	2	2	6
OG0017170	2	2	2	6
OG0017171	1	3	2	6
OG0017172	1	3	2	6
OG0017173	3	1	2	6
OG0017174	2	3	1	6
OG0017175	1	3	2	6
OG0017176	4	1	1	6
OG0017177	2	2	2	6
OG0017178	6	0	0	6
OG0017179	1	3	2	6
OG0017180	2	2	2	6
OG0017181	2	2	2	6
OG0017182	2	2	2	6
OG0017183	2	2	2	6
OG0017184	4	1	1	6
OG0017185	4	1	1	6
OG0017186	1	3	2	6
OG0017187	1	3	2	6
OG0017188	2	3	1	6
OG0017189	2	2	2	6
OG0017190	2	2	2	6
OG0017191	3	3	0	6
OG0017192	5	1	0	6
OG0017193	1	3	2	6
OG0017194	3	1	2	6
OG0017195	1	3	2	6
OG0017196	3	2	1	6
OG0017197	2	2	2	6
OG0017198	1	3	2	6
OG0017199	1	3	2	6
OG0017200	2	2	2	6
OG0017201	1	3	2	6
OG0017202	2	4	0	6
OG0017203	2	2	2	6
OG0017204	1	5	0	6
OG0017205	1	3	2	6
OG0017206	2	3	1	6
OG0017207	1	3	2	6
OG0017208	3	3	0	6
OG0017209	2	2	2	6
OG0017210	1	3	2	6
OG0017211	1	3	2	6
OG0017212	2	2	2	6
OG0017213	2	2	2	6
OG0017214	2	3	1	6
OG0017215	3	2	1	6
OG0017216	2	3	1	6
OG0017217	2	2	2	6
OG0017218	2	2	2	6
OG0017219	2	2	2	6
OG0017220	1	0	5	6
OG0017221	1	5	0	6
OG0017222	2	2	2	6
OG0017223	1	3	2	6
OG0017224	1	4	1	6
OG0017225	4	2	0	6
OG0017226	1	3	2	6
OG0017227	1	2	3	6
OG0017228	5	1	0	6
OG0017229	1	3	2	6
OG0017230	1	3	2	6
OG0017231	1	3	2	6
OG0017232	1	3	2	6
OG0017233	2	2	2	6
OG0017234	1	3	2	6
OG0017235	2	2	2	6
OG0017236	2	2	2	6
OG0017237	2	4	0	6
OG0017238	1	3	2	6
OG0017239	1	3	2	6
OG0017240	1	3	2	6
OG0017241	1	3	2	6
OG0017242	1	3	2	6
OG0017243	3	2	1	6
OG0017244	1	3	2	6
OG0017245	1	5	0	6
OG0017246	2	2	2	6
OG0017247	3	2	1	6
OG0017248	1	3	2	6
OG0017249	2	2	2	6
OG0017250	1	3	2	6
OG0017251	1	3	2	6
OG0017252	1	3	2	6
OG0017253	2	3	1	6
OG0017254	1	3	2	6
OG0017255	2	2	2	6
OG0017256	3	2	1	6
OG0017257	2	2	2	6
OG0017258	2	2	2	6
OG0017259	5	1	0	6
OG0017260	2	2	2	6
OG0017261	1	3	2	6
OG0017262	4	2	0	6
OG0017263	1	3	2	6
OG0017264	4	1	1	6
OG0017265	3	2	1	6
OG0017266	1	3	2	6
OG0017267	2	2	2	6
OG0017268	1	3	2	6
OG0017269	1	3	2	6
OG0017270	1	3	2	6
OG0017271	2	2	2	6
OG0017272	1	3	2	6
OG0017273	1	3	2	6
OG0017274	1	3	2	6
OG0017275	2	2	2	6
OG0017276	1	0	5	6
OG0017277	1	3	2	6
OG0017278	1	3	2	6
OG0017279	4	2	0	6
OG0017280	1	3	2	6
OG0017281	4	2	0	6
OG0017282	3	3	0	6
OG0017283	2	2	2	6
OG0017284	1	3	2	6
OG0017285	2	2	2	6
OG0017286	2	2	2	6
OG0017287	2	2	2	6
OG0017288	1	3	2	6
OG0017289	1	3	2	6
OG0017290	1	4	1	6
OG0017291	2	2	2	6
OG0017292	2	2	2	6
OG0017293	1	4	1	6
OG0017294	3	1	2	6
OG0017295	1	3	2	6
OG0017296	2	2	2	6
OG0017297	2	2	2	6
OG0017298	2	2	2	6
OG0017299	1	3	2	6
OG0017300	2	2	2	6
OG0017301	1	3	2	6
OG0017302	2	2	2	6
OG0017303	2	2	2	6
OG0017304	4	1	1	6
OG0017305	1	3	2	6
OG0017306	1	3	2	6
OG0017307	2	2	2	6
OG0017308	2	2	2	6
OG0017309	2	2	2	6
OG0017310	1	3	2	6
OG0017311	1	3	2	6
OG0017312	2	2	2	6
OG0017313	1	3	2	6
OG0017314	1	3	2	6
OG0017315	1	3	2	6
OG0017316	3	2	1	6
OG0017317	3	3	0	6
OG0017318	2	2	2	6
OG0017319	3	2	1	6
OG0017320	1	3	2	6
OG0017321	1	3	2	6
OG0017322	1	3	2	6
OG0017323	1	4	1	6
OG0017324	1	3	2	6
OG0017325	1	3	2	6
OG0017326	4	2	0	6
OG0017327	3	2	1	6
OG0017328	1	3	2	6
OG0017329	2	2	2	6
OG0017330	1	5	0	6
OG0017331	1	4	1	6
OG0017332	2	2	2	6
OG0017333	2	2	2	6
OG0017334	2	2	2	6
OG0017335	1	3	2	6
OG0017336	1	3	2	6
OG0017337	1	3	2	6
OG0017338	3	2	1	6
OG0017339	1	3	2	6
OG0017340	2	2	2	6
OG0017341	1	3	2	6
OG0017342	2	2	2	6
OG0017343	1	3	2	6
OG0017344	1	3	2	6
OG0017345	1	3	2	6
OG0017346	1	3	2	6
OG0017347	1	3	2	6
OG0017348	1	3	2	6
OG0017349	2	2	2	6
OG0017350	2	3	1	6
OG0017351	1	3	2	6
OG0017352	1	2	3	6
OG0017353	2	2	2	6
OG0017354	1	3	2	6
OG0017355	1	3	2	6
OG0017356	1	3	2	6
OG0017357	4	1	1	6
OG0017358	1	3	2	6
OG0017359	2	4	0	6
OG0017360	1	3	2	6
OG0017361	2	2	2	6
OG0017362	2	2	2	6
OG0017363	2	2	2	6
OG0017364	1	1	4	6
OG0017365	1	5	0	6
OG0017366	2	3	1	6
OG0017367	1	3	2	6
OG0017368	2	2	2	6
OG0017369	1	3	2	6
OG0017370	2	2	2	6
OG0017371	2	2	2	6
OG0017372	2	3	1	6
OG0017373	1	3	2	6
OG0017374	2	3	1	6
OG0017375	1	3	2	6
OG0017376	2	2	2	6
OG0017377	2	2	2	6
OG0017378	2	2	2	6
OG0017379	1	3	2	6
OG0017380	2	2	2	6
OG0017381	2	2	2	6
OG0017382	1	3	2	6
OG0017383	2	2	2	6
OG0017384	2	2	2	6
OG0017385	2	2	2	6
OG0017386	2	2	2	6
OG0017387	1	3	2	6
OG0017388	4	1	1	6
OG0017389	2	2	2	6
OG0017390	3	2	1	6
OG0017391	1	2	3	6
OG0017392	2	2	2	6
OG0017393	1	3	2	6
OG0017394	1	3	2	6
OG0017395	1	3	2	6
OG0017396	2	2	2	6
OG0017397	2	2	2	6
OG0017398	2	2	2	6
OG0017399	2	2	2	6
OG0017400	1	4	1	6
OG0017401	2	4	0	6
OG0017402	2	2	2	6
OG0017403	3	3	0	6
OG0017404	2	2	2	6
OG0017405	3	1	2	6
OG0017406	2	2	2	6
OG0017407	2	2	2	6
OG0017408	1	3	2	6
OG0017409	2	2	2	6
OG0017410	1	3	2	6
OG0017411	2	2	2	6
OG0017412	1	3	2	6
OG0017413	3	3	0	6
OG0017414	1	3	2	6
OG0017415	2	2	2	6
OG0017416	1	3	2	6
OG0017417	2	2	2	6
OG0017418	2	2	2	6
OG0017419	4	1	1	6
OG0017420	1	3	2	6
OG0017421	2	3	1	6
OG0017422	2	2	2	6
OG0017423	2	2	2	6
OG0017424	4	2	0	6
OG0017425	2	2	2	6
OG0017426	2	2	2	6
OG0017427	1	3	2	6
OG0017428	2	2	2	6
OG0017429	1	3	2	6
OG0017430	1	3	2	6
OG0017431	3	2	1	6
OG0017432	2	2	2	6
OG0017433	1	3	2	6
OG0017434	1	3	2	6
OG0017435	1	3	2	6
OG0017436	2	3	1	6
OG0017437	2	3	1	6
OG0017438	1	0	5	6
OG0017439	2	2	2	6
OG0017440	2	2	2	6
OG0017441	2	2	2	6
OG0017442	2	2	2	6
OG0017443	2	2	2	6
OG0017444	1	3	2	6
OG0017445	1	3	2	6
OG0017446	2	2	2	6
OG0017447	1	3	2	6
OG0017448	1	3	2	6
OG0017449	1	3	2	6
OG0017450	2	2	2	6
OG0017451	2	2	2	6
OG0017452	1	3	2	6
OG0017453	1	3	2	6
OG0017454	2	2	2	6
OG0017455	1	5	0	6
OG0017456	1	3	2	6
OG0017457	2	2	2	6
OG0017458	1	3	2	6
OG0017459	2	3	1	6
OG0017460	3	2	1	6
OG0017461	1	3	2	6
OG0017462	1	3	2	6
OG0017463	2	2	2	6
OG0017464	4	0	2	6
OG0017465	2	2	2	6
OG0017466	4	1	1	6
OG0017467	2	2	2	6
OG0017468	1	4	1	6
OG0017469	2	2	2	6
OG0017470	1	2	3	6
OG0017471	1	3	2	6
OG0017472	1	3	2	6
OG0017473	1	3	2	6
OG0017474	1	3	2	6
OG0017475	1	3	2	6
OG0017476	2	3	1	6
OG0017477	1	3	2	6
OG0017478	1	0	5	6
OG0017479	1	3	2	6
OG0017480	2	2	2	6
OG0017481	4	1	1	6
OG0017482	1	3	2	6
OG0017483	1	3	2	6
OG0017484	5	1	0	6
OG0017485	1	3	2	6
OG0017486	1	3	2	6
OG0017487	3	1	2	6
OG0017488	1	3	2	6
OG0017489	1	3	2	6
OG0017490	1	3	2	6
OG0017491	1	3	2	6
OG0017492	1	3	2	6
OG0017493	1	3	2	6
OG0017494	1	3	2	6
OG0017495	1	1	4	6
OG0017496	1	3	2	6
OG0017497	1	0	5	6
OG0017498	2	2	2	6
OG0017499	1	3	2	6
OG0017500	2	3	1	6
OG0017501	2	2	2	6
OG0017502	1	3	2	6
OG0017503	2	2	2	6
OG0017504	2	2	2	6
OG0017505	1	3	2	6
OG0017506	1	3	2	6
OG0017507	3	2	1	6
OG0017508	1	3	2	6
OG0017509	1	3	2	6
OG0017510	1	3	2	6
OG0017511	3	2	1	6
OG0017512	4	2	0	6
OG0017513	1	3	2	6
OG0017514	2	2	2	6
OG0017515	3	3	0	6
OG0017516	4	2	0	6
OG0017517	1	2	3	6
OG0017518	1	5	0	6
OG0017519	1	0	5	6
OG0017520	1	3	2	6
OG0017521	1	3	2	6
OG0017522	1	3	2	6
OG0017523	2	2	2	6
OG0017524	2	2	2	6
OG0017525	3	2	1	6
OG0017526	2	2	2	6
OG0017527	2	2	2	6
OG0017528	1	3	2	6
OG0017529	2	3	1	6
OG0017530	3	2	1	6
OG0017531	2	2	2	6
OG0017532	0	3	3	6
OG0017533	0	5	1	6
OG0017534	0	5	1	6
OG0017535	0	2	4	6
OG0017536	0	5	1	6
OG0017537	0	5	1	6
OG0017538	0	5	1	6
OG0017539	0	4	2	6
OG0017540	0	3	3	6
OG0017541	0	4	2	6
OG0017542	0	1	5	6
OG0017543	0	4	2	6
OG0017544	0	2	4	6
OG0017545	0	2	4	6
OG0017546	0	4	2	6
OG0017547	0	5	1	6
OG0017548	0	5	1	6
OG0017549	0	1	5	6
OG0017550	0	5	1	6
OG0017551	1	2	2	5
OG0017552	2	1	2	5
OG0017553	2	2	1	5
OG0017554	2	1	2	5
OG0017555	2	2	1	5
OG0017556	1	2	2	5
OG0017557	1	2	2	5
OG0017558	2	1	2	5
OG0017559	2	2	1	5
OG0017560	2	2	1	5
OG0017561	1	2	2	5
OG0017562	2	1	2	5
OG0017563	1	2	2	5
OG0017564	1	2	2	5
OG0017565	1	2	2	5
OG0017566	1	2	2	5
OG0017567	2	1	2	5
