	HAU.prot	JGIv1.prot	JGIv2.prot
OG0064852	Ghir_D13G012980.1		
OG0064853	Ghir_D13G013000.2		
OG0064854	Ghir_D13G013000.3		
OG0064855	Ghir_D13G013000.4		
OG0064856	Ghir_D13G013000.5		
OG0064857	Ghir_D13G013000.6		
OG0064858	Ghir_D13G013000.7		
OG0064859	Ghir_D13G013000.8		
OG0064860	Ghir_D13G013000.9		
OG0064861	Ghir_D13G013010.1		
OG0064862	Ghir_D13G013080.1		
OG0064863	Ghir_D13G013100.1		
OG0064864	Ghir_D13G013110.1		
OG0064865	Ghir_D13G013150.2		
OG0064866	Ghir_D13G013200.2		
OG0064867	Ghir_D13G013230.1		
OG0064868	Ghir_D13G013240.1		
OG0064869	Ghir_D13G013250.1		
OG0064870	Ghir_D13G013250.2		
OG0064871	Ghir_D13G013250.3		
OG0064872	Ghir_D13G013250.4		
OG0064873	Ghir_D13G013250.5		
OG0064874	Ghir_D13G013250.6		
OG0064875	Ghir_D13G013260.1		
OG0064876	Ghir_D13G013310.1		
OG0064877	Ghir_D13G013350.1		
OG0064878	Ghir_D13G013360.1		
OG0064879	Ghir_D13G013370.1		
OG0064880	Ghir_D13G013380.1		
OG0064881	Ghir_D13G013390.1		
OG0064882	Ghir_D13G013420.1		
OG0064883	Ghir_D13G013440.1		
OG0064884	Ghir_D13G013460.1		
OG0064885	Ghir_D13G013470.1		
OG0064886	Ghir_D13G013580.3		
OG0064887	Ghir_D13G013580.4		
OG0064888	Ghir_D13G013600.2		
OG0064889	Ghir_D13G013610.1		
OG0064890	Ghir_D13G013610.2		
OG0064891	Ghir_D13G013610.3		
OG0064892	Ghir_D13G013610.4		
OG0064893	Ghir_D13G013610.5		
OG0064894	Ghir_D13G013620.1		
OG0064895	Ghir_D13G013630.1		
OG0064896	Ghir_D13G013710.2		
OG0064897	Ghir_D13G013710.3		
OG0064898	Ghir_D13G013710.4		
OG0064899	Ghir_D13G013710.6		
OG0064900	Ghir_D13G013710.7		
OG0064901	Ghir_D13G013720.1		
OG0064902	Ghir_D13G013730.1		
OG0064903	Ghir_D13G013790.3		
OG0064904	Ghir_D13G013790.4		
OG0064905	Ghir_D13G013810.4		
OG0064906	Ghir_D13G013820.1		
OG0064907	Ghir_D13G013830.1		
OG0064908	Ghir_D13G013830.2		
OG0064909	Ghir_D13G013830.3		
OG0064910	Ghir_D13G013890.6		
OG0064911	Ghir_D13G013890.7		
OG0064912	Ghir_D13G013890.8		
OG0064913	Ghir_D13G013890.1		
OG0064914	Ghir_D13G013890.2		
OG0064915	Ghir_D13G013890.3		
OG0064916	Ghir_D13G013890.4		
OG0064917	Ghir_D13G013890.5		
OG0064918	Ghir_D13G013900.1		
OG0064919	Ghir_D13G013910.2		
OG0064920	Ghir_D13G013930.2		
OG0064921	Ghir_D13G013940.1		
OG0064922	Ghir_D13G013960.1		
OG0064923	Ghir_D13G013960.2		
OG0064924	Ghir_D13G013960.3		
OG0064925	Ghir_D13G013960.4		
OG0064926	Ghir_D13G013980.2		
OG0064927	Ghir_D13G014000.3		
OG0064928	Ghir_D13G014010.1		
OG0064929	Ghir_D13G014050.4		
OG0064930	Ghir_D13G014050.6		
OG0064931	Ghir_D13G014050.12		
OG0064932	Ghir_D13G014050.13		
OG0064933	Ghir_D13G014050.15		
OG0064934	Ghir_D13G014050.14		
OG0064935	Ghir_D13G014100.1		
OG0064936	Ghir_D13G014110.1		
OG0064937	Ghir_D13G014130.1		
OG0064938	Ghir_D13G014140.1		
OG0064939	Ghir_D13G014170.1		
OG0064940	Ghir_D13G014210.1		
OG0064941	Ghir_D13G014220.1		
OG0064942	Ghir_D13G014230.3		
OG0064943	Ghir_D13G014250.1		
OG0064944	Ghir_D13G014290.5		
OG0064945	Ghir_D13G014290.6		
OG0064946	Ghir_D13G014290.7		
OG0064947	Ghir_D13G014340.2		
OG0064948	Ghir_D13G014360.1		
OG0064949	Ghir_D13G014370.3		
OG0064950	Ghir_D13G014370.4		
OG0064951	Ghir_D13G014370.7		
OG0064952	Ghir_D13G014390.2		
OG0064953	Ghir_D13G014410.2		
OG0064954	Ghir_D13G014430.1		
OG0064955	Ghir_D13G014470.1		
OG0064956	Ghir_D13G014510.1		
OG0064957	Ghir_D13G014530.2		
OG0064958	Ghir_D13G014540.1		
OG0064959	Ghir_D13G014570.1		
OG0064960	Ghir_D13G014580.1		
OG0064961	Ghir_D13G014610.2		
OG0064962	Ghir_D13G014630.1		
OG0064963	Ghir_D13G014650.1		
OG0064964	Ghir_D13G014670.7		
OG0064965	Ghir_D13G014670.8		
OG0064966	Ghir_D13G014710.1		
OG0064967	Ghir_D13G014730.4		
OG0064968	Ghir_D13G014730.5		
OG0064969	Ghir_D13G014770.1		
OG0064970	Ghir_D13G014800.2		
OG0064971	Ghir_D13G014800.3		
OG0064972	Ghir_D13G014840.1		
OG0064973	Ghir_D13G014850.1		
OG0064974	Ghir_D13G014890.1		
OG0064975	Ghir_D13G014900.1		
OG0064976	Ghir_D13G014960.2		
OG0064977	Ghir_D13G014990.2		
OG0064978	Ghir_D13G015000.1		
OG0064979	Ghir_D13G015050.4		
OG0064980	Ghir_D13G015050.5		
OG0064981	Ghir_D13G015050.9		
OG0064982	Ghir_D13G015060.2		
OG0064983	Ghir_D13G015080.1		
OG0064984	Ghir_D13G015110.2		
OG0064985	Ghir_D13G015150.3		
OG0064986	Ghir_D13G015160.1		
OG0064987	Ghir_D13G015180.2		
OG0064988	Ghir_D13G015180.3		
OG0064989	Ghir_D13G015180.4		
OG0064990	Ghir_D13G015220.1		
OG0064991	Ghir_D13G015230.1		
OG0064992	Ghir_D13G015280.1		
OG0064993	Ghir_D13G015300.1		
OG0064994	Ghir_D13G015380.1		
OG0064995	Ghir_D13G015420.2		
OG0064996	Ghir_D13G015430.2		
OG0064997	Ghir_D13G015500.1		
OG0064998	Ghir_D13G015510.1		
OG0064999	Ghir_D13G015510.2		
OG0065000	Ghir_D13G015520.1		
OG0065001	Ghir_D13G015530.1		
OG0065002	Ghir_D13G015540.6		
OG0065003	Ghir_D13G015540.7		
OG0065004	Ghir_D13G015540.8		
OG0065005	Ghir_D13G015540.4		
OG0065006	Ghir_D13G015540.5		
OG0065007	Ghir_D13G015560.2		
OG0065008	Ghir_D13G015560.1		
OG0065009	Ghir_D13G015570.1		
OG0065010	Ghir_D13G015600.1		
OG0065011	Ghir_D13G015610.1		
OG0065012	Ghir_D13G015630.1		
OG0065013	Ghir_D13G015640.2		
OG0065014	Ghir_D13G015720.1		
OG0065015	Ghir_D13G015730.1		
OG0065016	Ghir_D13G015730.2		
OG0065017	Ghir_D13G015770.1		
OG0065018	Ghir_D13G015780.1		
OG0065019	Ghir_D13G015780.3		
OG0065020	Ghir_D13G015770.2		
OG0065021	Ghir_D13G015820.1		
OG0065022	Ghir_D13G015840.1		
OG0065023	Ghir_D13G015850.1		
OG0065024	Ghir_D13G015870.3		
OG0065025	Ghir_D13G015910.1		
OG0065026	Ghir_D13G015930.1		
OG0065027	Ghir_D13G015960.1		
OG0065028	Ghir_D13G015960.2		
OG0065029	Ghir_D13G015960.4		
OG0065030	Ghir_D13G015970.5		
OG0065031	Ghir_D13G015980.1		
OG0065032	Ghir_D13G015990.2		
OG0065033	Ghir_D13G016020.6		
OG0065034	Ghir_D13G016030.1		
OG0065035	Ghir_D13G016070.2		
OG0065036	Ghir_D13G016080.1		
OG0065037	Ghir_D13G016110.1		
OG0065038	Ghir_D13G016120.1		
OG0065039	Ghir_D13G016170.2		
OG0065040	Ghir_D13G016170.3		
OG0065041	Ghir_D13G016170.5		
OG0065042	Ghir_D13G016180.1		
OG0065043	Ghir_D13G016200.2		
OG0065044	Ghir_D13G016210.1		
OG0065045	Ghir_D13G016230.2		
OG0065046	Ghir_D13G016230.3		
OG0065047	Ghir_D13G016230.4		
OG0065048	Ghir_D13G016260.1		
OG0065049	Ghir_D13G016290.1		
OG0065050	Ghir_D13G016340.2		
OG0065051	Ghir_D13G016340.5		
OG0065052	Ghir_D13G016350.4		
OG0065053	Ghir_D13G016360.1		
OG0065054	Ghir_D13G016400.2		
OG0065055	Ghir_D13G016410.1		
OG0065056	Ghir_D13G016460.3		
OG0065057	Ghir_D13G016460.4		
OG0065058	Ghir_D13G016460.5		
OG0065059	Ghir_D13G016460.6		
OG0065060	Ghir_D13G016460.7		
OG0065061	Ghir_D13G016460.8		
OG0065062	Ghir_D13G016510.3		
OG0065063	Ghir_D13G016510.5		
OG0065064	Ghir_D13G016520.2		
OG0065065	Ghir_D13G016530.3		
OG0065066	Ghir_D13G016560.1		
OG0065067	Ghir_D13G016570.1		
OG0065068	Ghir_D13G016570.2		
OG0065069	Ghir_D13G016570.4		
OG0065070	Ghir_D13G016570.5		
OG0065071	Ghir_D13G016570.8		
OG0065072	Ghir_D13G016610.2		
OG0065073	Ghir_D13G016610.3		
OG0065074	Ghir_D13G016670.2		
OG0065075	Ghir_D13G016690.1		
OG0065076	Ghir_D13G016700.1		
OG0065077	Ghir_D13G016730.1		
OG0065078	Ghir_D13G016760.1		
OG0065079	Ghir_D13G016770.1		
OG0065080	Ghir_D13G016770.2		
OG0065081	Ghir_D13G016780.1		
OG0065082	Ghir_D13G016820.2		
OG0065083	Ghir_D13G016820.3		
OG0065084	Ghir_D13G016840.2		
OG0065085	Ghir_D13G016860.3		
OG0065086	Ghir_D13G016870.1		
OG0065087	Ghir_D13G016880.2		
OG0065088	Ghir_D13G016890.2		
OG0065089	Ghir_D13G016920.2		
OG0065090	Ghir_D13G016920.4		
OG0065091	Ghir_D13G016970.1		
OG0065092	Ghir_D13G016980.5		
OG0065093	Ghir_D13G016980.1		
OG0065094	Ghir_D13G016980.3		
OG0065095	Ghir_D13G017000.1		
OG0065096	Ghir_D13G017000.2		
OG0065097	Ghir_D13G017010.1		
OG0065098	Ghir_D13G017090.5		
OG0065099	Ghir_D13G017090.4		
OG0065100	Ghir_D13G017110.4		
OG0065101	Ghir_D13G017190.2		
OG0065102	Ghir_D13G017190.1		
OG0065103	Ghir_D13G017200.2		
OG0065104	Ghir_D13G017260.1		
OG0065105	Ghir_D13G017260.2		
OG0065106	Ghir_D13G017280.1		
OG0065107	Ghir_D13G017290.1		
OG0065108	Ghir_D13G017290.2		
OG0065109	Ghir_D13G017290.3		
OG0065110	Ghir_D13G017290.4		
OG0065111	Ghir_D13G017310.1		
OG0065112	Ghir_D13G017320.1		
OG0065113	Ghir_D13G017330.2		
OG0065114	Ghir_D13G017340.2		
OG0065115	Ghir_D13G017340.7		
OG0065116	Ghir_D13G017360.1		
OG0065117	Ghir_D13G017410.1		
OG0065118	Ghir_D13G017420.1		
OG0065119	Ghir_D13G017440.1		
OG0065120	Ghir_D13G017450.1		
OG0065121	Ghir_D13G017460.1		
OG0065122	Ghir_D13G017510.1		
OG0065123	Ghir_D13G017530.1		
OG0065124	Ghir_D13G017540.1		
OG0065125	Ghir_D13G017570.1		
OG0065126	Ghir_D13G017580.3		
OG0065127	Ghir_D13G017580.1		
OG0065128	Ghir_D13G017580.4		
OG0065129	Ghir_D13G017600.1		
OG0065130	Ghir_D13G017610.1		
OG0065131	Ghir_D13G017680.1		
OG0065132	Ghir_D13G017700.2		
OG0065133	Ghir_D13G017700.3		
OG0065134	Ghir_D13G017720.2		
OG0065135	Ghir_D13G017740.1		
OG0065136	Ghir_D13G017750.1		
OG0065137	Ghir_D13G017790.2		
OG0065138	Ghir_D13G017810.2		
OG0065139	Ghir_D13G017830.1		
OG0065140	Ghir_D13G017850.1		
OG0065141	Ghir_D13G017870.2		
OG0065142	Ghir_D13G017880.1		
OG0065143	Ghir_D13G017900.4		
OG0065144	Ghir_D13G017900.5		
OG0065145	Ghir_D13G017920.1		
OG0065146	Ghir_D13G017960.1		
OG0065147	Ghir_D13G018000.1		
OG0065148	Ghir_D13G018030.1		
OG0065149	Ghir_D13G018060.2		
OG0065150	Ghir_D13G018120.2		
OG0065151	Ghir_D13G018120.3		
OG0065152	Ghir_D13G018120.1		
OG0065153	Ghir_D13G018120.5		
OG0065154	Ghir_D13G018120.6		
OG0065155	Ghir_D13G018140.6		
OG0065156	Ghir_D13G018140.7		
OG0065157	Ghir_D13G018140.8		
OG0065158	Ghir_D13G018140.2		
OG0065159	Ghir_D13G018140.3		
OG0065160	Ghir_D13G018140.4		
OG0065161	Ghir_D13G018140.5		
OG0065162	Ghir_D13G018140.1		
OG0065163	Ghir_D13G018170.1		
OG0065164	Ghir_D13G018170.4		
OG0065165	Ghir_D13G018170.5		
OG0065166	Ghir_D13G018170.6		
OG0065167	Ghir_D13G018170.7		
OG0065168	Ghir_D13G018230.2		
OG0065169	Ghir_D13G018280.1		
OG0065170	Ghir_D13G018310.1		
OG0065171	Ghir_D13G018360.1		
OG0065172	Ghir_D13G018380.1		
OG0065173	Ghir_D13G018400.1		
OG0065174	Ghir_D13G018430.1		
OG0065175	Ghir_D13G018470.1		
OG0065176	Ghir_D13G018480.2		
OG0065177	Ghir_D13G018520.1		
OG0065178	Ghir_D13G018520.3		
OG0065179	Ghir_D13G018540.1		
OG0065180	Ghir_D13G018540.2		
OG0065181	Ghir_D13G018550.1		
OG0065182	Ghir_D13G018550.3		
OG0065183	Ghir_D13G018550.4		
OG0065184	Ghir_D13G018580.2		
OG0065185	Ghir_D13G018580.3		
OG0065186	Ghir_D13G018620.1		
OG0065187	Ghir_D13G018630.1		
OG0065188	Ghir_D13G018650.1		
OG0065189	Ghir_D13G018690.2		
OG0065190	Ghir_D13G018700.1		
OG0065191	Ghir_D13G018720.2		
OG0065192	Ghir_D13G018720.3		
OG0065193	Ghir_D13G018720.4		
OG0065194	Ghir_D13G018750.1		
OG0065195	Ghir_D13G018790.1		
OG0065196	Ghir_D13G018810.1		
OG0065197	Ghir_D13G018810.3		
OG0065198	Ghir_D13G018820.1		
OG0065199	Ghir_D13G018850.1		
OG0065200	Ghir_D13G018850.2		
OG0065201	Ghir_D13G018860.1		
OG0065202	Ghir_D13G018920.1		
OG0065203	Ghir_D13G018930.1		
OG0065204	Ghir_D13G018940.1		
OG0065205	Ghir_D13G018980.1		
OG0065206	Ghir_D13G019000.1		
OG0065207	Ghir_D13G019000.2		
OG0065208	Ghir_D13G019040.1		
OG0065209	Ghir_D13G019050.1		
OG0065210	Ghir_D13G019090.2		
OG0065211	Ghir_D13G019090.3		
OG0065212	Ghir_D13G019100.1		
OG0065213	Ghir_D13G019100.3		
OG0065214	Ghir_D13G019120.1		
OG0065215	Ghir_D13G019120.2		
OG0065216	Ghir_D13G019120.3		
OG0065217	Ghir_D13G019140.1		
OG0065218	Ghir_D13G019200.1		
OG0065219	Ghir_D13G019200.2		
OG0065220	Ghir_D13G019230.1		
OG0065221	Ghir_D13G019260.1		
OG0065222	Ghir_D13G019280.2		
OG0065223	Ghir_D13G019320.1		
OG0065224	Ghir_D13G019490.1		
OG0065225	Ghir_D13G019500.1		
OG0065226	Ghir_D13G019550.1		
OG0065227	Ghir_D13G019560.3		
OG0065228	Ghir_D13G019560.2		
OG0065229	Ghir_D13G019570.1		
OG0065230	Ghir_D13G019610.3		
OG0065231	Ghir_D13G019630.1		
OG0065232	Ghir_D13G019660.1		
OG0065233	Ghir_D13G019780.1		
OG0065234	Ghir_D13G019800.2		
OG0065235	Ghir_D13G019810.1		
OG0065236	Ghir_D13G019810.2		
OG0065237	Ghir_D13G019820.2		
OG0065238	Ghir_D13G019820.3		
OG0065239	Ghir_D13G019820.4		
OG0065240	Ghir_D13G019820.9		
OG0065241	Ghir_D13G019860.6		
OG0065242	Ghir_D13G019860.1		
OG0065243	Ghir_D13G019860.4		
OG0065244	Ghir_D13G019860.5		
OG0065245	Ghir_D13G019870.1		
OG0065246	Ghir_D13G019880.2		
OG0065247	Ghir_D13G019890.1		
OG0065248	Ghir_D13G019900.1		
OG0065249	Ghir_D13G019910.1		
OG0065250	Ghir_D13G019930.1		
OG0065251	Ghir_D13G019990.1		
OG0065252	Ghir_D13G020130.2		
OG0065253	Ghir_D13G020140.1		
OG0065254	Ghir_D13G020150.1		
OG0065255	Ghir_D13G020150.2		
OG0065256	Ghir_D13G020170.1		
OG0065257	Ghir_D13G020180.1		
OG0065258	Ghir_D13G020200.1		
OG0065259	Ghir_D13G020210.1		
OG0065260	Ghir_D13G020280.3		
OG0065261	Ghir_D13G020280.4		
OG0065262	Ghir_D13G020290.2		
OG0065263	Ghir_D13G020290.1		
OG0065264	Ghir_D13G020290.3		
OG0065265	Ghir_D13G020310.1		
OG0065266	Ghir_D13G020320.1		
OG0065267	Ghir_D13G020350.1		
OG0065268	Ghir_D13G020350.2		
OG0065269	Ghir_D13G020350.3		
OG0065270	Ghir_D13G020360.1		
OG0065271	Ghir_D13G020420.1		
OG0065272	Ghir_D13G020430.1		
OG0065273	Ghir_D13G020510.1		
OG0065274	Ghir_D13G020510.3		
OG0065275	Ghir_D13G020630.2		
OG0065276	Ghir_D13G020680.1		
OG0065277	Ghir_D13G020680.2		
OG0065278	Ghir_D13G020680.3		
OG0065279	Ghir_D13G020690.1		
OG0065280	Ghir_D13G020730.2		
OG0065281	Ghir_D13G020730.1		
OG0065282	Ghir_D13G020760.3		
OG0065283	Ghir_D13G020760.5		
OG0065284	Ghir_D13G020760.6		
OG0065285	Ghir_D13G020760.7		
OG0065286	Ghir_D13G020760.8		
OG0065287	Ghir_D13G020760.9		
OG0065288	Ghir_D13G020780.1		
OG0065289	Ghir_D13G020790.1		
OG0065290	Ghir_D13G020800.1		
OG0065291	Ghir_D13G020840.1		
OG0065292	Ghir_D13G020850.1		
OG0065293	Ghir_D13G020890.1		
OG0065294	Ghir_D13G020890.2		
OG0065295	Ghir_D13G020910.1		
OG0065296	Ghir_D13G020920.1		
OG0065297	Ghir_D13G020930.1		
OG0065298	Ghir_D13G020960.1		
OG0065299	Ghir_D13G020980.1		
OG0065300	Ghir_D13G021030.1		
OG0065301	Ghir_D13G021080.1		
OG0065302	Ghir_D13G021090.1		
OG0065303	Ghir_D13G021100.1		
OG0065304	Ghir_D13G021130.2		
OG0065305	Ghir_D13G021130.3		
OG0065306	Ghir_D13G021150.2		
OG0065307	Ghir_D13G021180.2		
OG0065308	Ghir_D13G021210.1		
OG0065309	Ghir_D13G021220.1		
OG0065310	Ghir_D13G021220.2		
OG0065311	Ghir_D13G021230.3		
OG0065312	Ghir_D13G021230.2		
OG0065313	Ghir_D13G021310.1		
OG0065314	Ghir_D13G021320.1		
OG0065315	Ghir_D13G021340.1		
OG0065316	Ghir_D13G021350.1		
OG0065317	Ghir_D13G021350.3		
OG0065318	Ghir_D13G021360.1		
OG0065319	Ghir_D13G021410.2		
OG0065320	Ghir_D13G021410.1		
OG0065321	Ghir_D13G021440.1		
OG0065322	Ghir_D13G021440.2		
OG0065323	Ghir_D13G021440.3		
OG0065324	Ghir_D13G021490.1		
OG0065325	Ghir_D13G021530.1		
OG0065326	Ghir_D13G021540.5		
OG0065327	Ghir_D13G021540.6		
OG0065328	Ghir_D13G021540.2		
OG0065329	Ghir_D13G021540.3		
OG0065330	Ghir_D13G021540.4		
OG0065331	Ghir_D13G021600.5		
OG0065332	Ghir_D13G021680.1		
OG0065333	Ghir_D13G021680.2		
OG0065334	Ghir_D13G021720.1		
OG0065335	Ghir_D13G021730.2		
OG0065336	Ghir_D13G021730.3		
OG0065337	Ghir_D13G021760.1		
OG0065338	Ghir_D13G021780.1		
OG0065339	Ghir_D13G021800.1		
OG0065340	Ghir_D13G021820.4		
OG0065341	Ghir_D13G021820.2		
OG0065342	Ghir_D13G021820.3		
OG0065343	Ghir_D13G021830.1		
OG0065344	Ghir_D13G021850.1		
OG0065345	Ghir_D13G021910.1		
OG0065346	Ghir_D13G021920.1		
OG0065347	Ghir_D13G021950.1		
OG0065348	Ghir_D13G021970.2		
OG0065349	Ghir_D13G021970.3		
OG0065350	Ghir_D13G022050.2		
OG0065351	Ghir_D13G022120.2		
OG0065352	Ghir_D13G022160.1		
OG0065353	Ghir_D13G022180.1		
OG0065354	Ghir_D13G022190.1		
OG0065355	Ghir_D13G022210.3		
OG0065356	Ghir_D13G022210.4		
OG0065357	Ghir_D13G022210.1		
OG0065358	Ghir_D13G022220.1		
OG0065359	Ghir_D13G022230.2		
OG0065360	Ghir_D13G022240.1		
OG0065361	Ghir_D13G022260.1		
OG0065362	Ghir_D13G022260.2		
OG0065363	Ghir_D13G022290.2		
OG0065364	Ghir_D13G022320.2		
OG0065365	Ghir_D13G022330.1		
OG0065366	Ghir_D13G022340.5		
OG0065367	Ghir_D13G022340.2		
OG0065368	Ghir_D13G022340.3		
OG0065369	Ghir_D13G022340.4		
OG0065370	Ghir_D13G022340.7		
OG0065371	Ghir_D13G022340.8		
OG0065372	Ghir_D13G022340.9		
OG0065373	Ghir_D13G022380.1		
OG0065374	Ghir_D13G022400.3		
OG0065375	Ghir_D13G022410.2		
OG0065376	Ghir_D13G022410.3		
OG0065377	Ghir_D13G022480.8		
OG0065378	Ghir_D13G022480.1		
OG0065379	Ghir_D13G022480.2		
OG0065380	Ghir_D13G022480.3		
OG0065381	Ghir_D13G022480.4		
OG0065382	Ghir_D13G022480.5		
OG0065383	Ghir_D13G022520.2		
OG0065384	Ghir_D13G022540.1		
OG0065385	Ghir_D13G022540.2		
OG0065386	Ghir_D13G022560.1		
OG0065387	Ghir_D13G022580.1		
OG0065388	Ghir_D13G022590.1		
OG0065389	Ghir_D13G022600.1		
OG0065390	Ghir_D13G022680.1		
OG0065391	Ghir_D13G022700.1		
OG0065392	Ghir_D13G022720.6		
OG0065393	Ghir_D13G022720.1		
OG0065394	Ghir_D13G022720.2		
OG0065395	Ghir_D13G022720.3		
OG0065396	Ghir_D13G022740.1		
OG0065397	Ghir_D13G022760.1		
OG0065398	Ghir_D13G022780.1		
OG0065399	Ghir_D13G022830.1		
OG0065400	Ghir_D13G022830.2		
OG0065401	Ghir_D13G022860.1		
OG0065402	Ghir_D13G022870.1		
OG0065403	Ghir_D13G022890.1		
OG0065404	Ghir_D13G022890.2		
OG0065405	Ghir_D13G022930.1		
OG0065406	Ghir_D13G022950.1		
OG0065407	Ghir_D13G022960.1		
OG0065408	Ghir_D13G022970.1		
OG0065409	Ghir_D13G023030.1		
OG0065410	Ghir_D13G023040.1		
OG0065411	Ghir_D13G023060.1		
OG0065412	Ghir_D13G023110.1		
OG0065413	Ghir_D13G023120.3		
OG0065414	Ghir_D13G023160.1		
OG0065415	Ghir_D13G023170.4		
OG0065416	Ghir_D13G023170.2		
OG0065417	Ghir_D13G023220.1		
OG0065418	Ghir_D13G023230.1		
OG0065419	Ghir_D13G023230.2		
OG0065420	Ghir_D13G023240.11		
OG0065421	Ghir_D13G023240.1		
OG0065422	Ghir_D13G023240.2		
OG0065423	Ghir_D13G023240.3		
OG0065424	Ghir_D13G023240.4		
OG0065425	Ghir_D13G023240.5		
OG0065426	Ghir_D13G023240.6		
OG0065427	Ghir_D13G023240.7		
OG0065428	Ghir_D13G023240.8		
OG0065429	Ghir_D13G023240.9		
OG0065430	Ghir_D13G023300.1		
OG0065431	Ghir_D13G023330.2		
OG0065432	Ghir_D13G023360.2		
OG0065433	Ghir_D13G023360.3		
OG0065434	Ghir_D13G023360.4		
OG0065435	Ghir_D13G023360.5		
OG0065436	Ghir_D13G023380.1		
OG0065437	Ghir_D13G023410.1		
OG0065438	Ghir_D13G023420.1		
OG0065439	Ghir_D13G023430.4		
OG0065440	Ghir_D13G023430.3		
OG0065441	Ghir_D13G023530.1		
OG0065442	Ghir_D13G023540.1		
OG0065443	Ghir_D13G023560.3		
OG0065444	Ghir_D13G023620.2		
OG0065445	Ghir_D13G023620.3		
OG0065446	Ghir_D13G023620.4		
OG0065447	Ghir_D13G023620.5		
OG0065448	Ghir_D13G023620.6		
OG0065449	Ghir_D13G023730.2		
OG0065450	Ghir_D13G023750.1		
OG0065451	Ghir_D13G023750.2		
OG0065452	Ghir_D13G023780.1		
OG0065453	Ghir_D13G023780.5		
OG0065454	Ghir_D13G023780.6		
OG0065455	Ghir_D13G023830.1		
OG0065456	Ghir_D13G023850.1		
OG0065457	Ghir_D13G023860.1		
OG0065458	Ghir_D13G023880.4		
OG0065459	Ghir_D13G023880.2		
OG0065460	Ghir_D13G023960.1		
OG0065461	Ghir_D13G023990.3		
OG0065462	Ghir_D13G024010.1		
OG0065463	Ghir_D13G024060.2		
OG0065464	Ghir_D13G024090.2		
OG0065465	Ghir_D13G024120.1		
OG0065466	Ghir_D13G024130.1		
OG0065467	Ghir_D13G024140.1		
OG0065468	Ghir_D13G024150.1		
OG0065469	Ghir_D13G024160.1		
OG0065470	Ghir_D13G024190.1		
OG0065471	Ghir_D13G024200.1		
OG0065472	Ghir_D13G024230.1		
OG0065473	Ghir_D13G024240.1		
OG0065474	Ghir_D13G024240.2		
OG0065475	Ghir_D13G024280.2		
OG0065476	Ghir_D13G024290.1		
OG0065477	Ghir_D13G024320.1		
OG0065478	Ghir_D13G024340.2		
OG0065479	Ghir_D13G024350.1		
OG0065480	Ghir_D13G024370.1		
OG0065481	Ghir_D13G024370.2		
OG0065482	Ghir_D13G024390.1		
OG0065483	Ghir_D13G024400.1		
OG0065484	Ghir_D13G024410.1		
OG0065485	Ghir_D13G024410.2		
OG0065486	Ghir_D13G024440.1		
OG0065487	Ghir_D13G024440.2		
OG0065488	Ghir_D13G024450.4		
OG0065489	Ghir_D13G024560.1		
OG0065490	Ghir_D13G024580.3		
OG0065491	Ghir_D13G024600.1		
OG0065492	Ghir_D13G024600.2		
OG0065493	Ghir_D13G024600.4		
OG0065494	Ghir_D13G024600.5		
OG0065495	Ghir_D13G024600.6		
OG0065496	Ghir_D13G024660.2		
OG0065497	Ghir_D13G024670.1		
OG0065498	Ghir_D13G024680.1		
OG0065499	Ghir_D13G024690.1		
OG0065500	Ghir_D13G024730.1		
OG0065501	Ghir_D13G024740.4		
OG0065502	Ghir_D13G024760.3		
OG0065503	Ghir_D13G024800.1		
OG0065504	Ghir_D13G024800.2		
OG0065505	Ghir_D13G024800.3		
OG0065506	Ghir_D13G024830.1		
OG0065507	Ghir_D13G024840.2		
OG0065508	Ghir_D13G024870.2		
OG0065509	Ghir_D13G024920.1		
OG0065510	Ghir_D13G024970.3		
OG0065511	Ghir_D13G025010.2		
OG0065512	Ghir_D13G025060.1		
OG0065513	Ghir_D13G025080.2		
OG0065514	Ghir_D13G025100.2		
OG0065515	Ghir_D13G025120.1		
OG0065516	Ghir_D13G025150.3		
OG0065517	Ghir_D13G025150.1		
OG0065518	Ghir_D13G025150.2		
OG0065519	Ghir_D13G025160.1		
OG0065520	Ghir_D13G025160.2		
OG0065521	Ghir_D13G025170.2		
OG0065522	Ghir_D13G025170.3		
OG0065523	Ghir_D13G025170.4		
OG0065524	Ghir_D13G025170.5		
OG0065525	Ghir_D13G025170.6		
OG0065526	Ghir_D13G025190.1		
OG0065527	Ghir_D13G025200.1		
OG0065528	Ghir_D13G025270.1		
OG0065529	Ghir_D13G025270.2		
OG0065530	Ghir_D13G025280.2		
OG0065531	Ghir_D13G025290.2		
OG0065532	Ghir_D13G025300.2		
OG0065533	Ghir_D13G025340.2		
OG0065534	Ghir_D13G025340.3		
OG0065535	Ghir_D13G025370.2		
OG0065536	Ghir_D13G025370.3		
OG0065537	Ghir_D13G025380.2		
OG0065538	Ghir_D13G025390.1		
OG0065539	Ghir_D13G025400.2		
OG0065540	Ghir_D13G025400.4		
OG0065541	Ghir_D13G025400.5		
OG0065542	Ghir_D13G025410.1		
OG0065543	Ghir_D13G025430.2		
OG0065544	Ghir_D13G025440.1		
OG0065545	Ghir_D13G025480.2		
OG0065546	Ghir_D13G025500.1		
OG0065547	Ghir_D13G025520.1		
OG0065548	Ghir_D13G025560.2		
OG0065549	Ghir_D13G025570.3		
