# Generated by GMAP version 2018-07-04 using call:  gmap.avx2 -D . -d A2 -t 150 -n 2 -f 4 QTLtargetseqsFixed.fasta							
LG	Marker	Position	Chr	 Start 	 End 	% ID	
AZ14	AZ14/IA14_c4_35576_29.939	29.939	Chr05	" 19,924,787 "	" 19,925,875 "	91	ID=AZ14/IA14_c4_35576_29.939.path1;Name=AZ14/IA14_c4_35576_29.939;Target=AZ14/IA14_c4_35576_29.939 1 283 +;Gap=M106 D1 M1 D5 M43 I2 M36 N820 M16 I1 M9 I2 M8 I1 M44;coverage=100.0;identity=89.4;matches=245;mismatches=17;indels=12;unknowns=1
AZ14	AZ14/IA14_c4_75611_30.103	30.103	Chr02	" 36,974,381 "	" 36,974,480 "	87	ID=AZ14/IA14_c4_75611_30.103.path1;Name=AZ14/IA14_c4_75611_30.103;Target=AZ14/IA14_c4_75611_30.103 88 185 -;Gap=M17 D2 M81;coverage=32.6;identity=87.9;matches=87;mismatches=10;indels=2;unknowns=1
AZ14	AZ14/IA14_c4_75611_30.103	30.103	Chr10	" 41,983,917 "	" 41,984,016 "	87	ID=AZ14/IA14_c4_75611_30.103.path2;Name=AZ14/IA14_c4_75611_30.103;Target=AZ14/IA14_c4_75611_30.103 84 183 +;Gap=M100;coverage=33.2;identity=87.9;matches=87;mismatches=12;indels=0;unknowns=1
AZ14	AZ14/IA14_c4_50627_30.11	30.11	Chr11	" 80,581,707 "	" 80,581,989 "	90	ID=AZ14/IA14_c4_50627_30.11.path1;Name=AZ14/IA14_c4_50627_30.11;Target=AZ14/IA14_c4_50627_30.11 13 300 +;Gap=M168 I2 M3 D1 M29 I1 M6 I1 M9 I1 M16 I1 M51;coverage=95.7;identity=90.6;matches=260;mismatches=20;indels=7;unknowns=2
AZ14	AZ14/IA14_c4_50627_30.11	30.11	Chr05	" 78,801,575 "	" 78,801,838 "	91	ID=AZ14/IA14_c4_50627_30.11.path2;Name=AZ14/IA14_c4_50627_30.11;Target=AZ14/IA14_c4_50627_30.11 33 301 +;Gap=M150 I1 M31 I1 M6 I1 M9 I1 M16 I1 M52;coverage=89.4;identity=91.4;matches=244;mismatches=18;indels=5;unknowns=2
AZ14	AZ14/IA14_cs_173_31.302	31.302	Chr04	" 24,086,686 "	" 24,086,982 "	91	ID=AZ14/IA14_cs_173_31.302.path1;Name=AZ14/IA14_cs_173_31.302;Target=AZ14/IA14_cs_173_31.302 1 301 +;Gap=M166 I1 M11 I2 M83 I1 M37;coverage=100.0;identity=91.3;matches=274;mismatches=22;indels=4;unknowns=1
AZ14	AZ14/IA14_c3_120507_31.831	31.831	Chr04	" 81,104,655 "	" 81,104,953 "	93	ID=AZ14/IA14_c3_120507_31.831.path1;Name=AZ14/IA14_c3_120507_31.831;Target=AZ14/IA14_c3_120507_31.831 1 301 -;Gap=M30 D1 M36 I1 M6 I1 M149 I1 M77;coverage=100.0;identity=93.0;matches=279;mismatches=17;indels=4;unknowns=2
AZ14	AZ14/IA14_c4_10606_32.992	32.992	Chr04	" 14,759,569 "	" 14,759,873 "	79	ID=AZ14/IA14_c4_10606_32.992.path1;Name=AZ14/IA14_c4_10606_32.992;Target=AZ14/IA14_c4_10606_32.992 1 285 -;Gap=M38 D9 M12 D1 M13 D14 M146 I4 M72;coverage=94.7;identity=79.9;matches=246;mismatches=34;indels=28;unknowns=1
AZ14	AZ14/IA14_EST2D_06190_34.289_Cotton16_06190_01	34.289	Chr04	" 14,306,395 "	" 14,308,531 "	99	ID=AZ14/IA14_EST2D_06190_34.289_Cotton16_06190_01.path1;Name=AZ14/IA14_EST2D_06190_34.289_Cotton16_06190_01;Target=AZ14/IA14_EST2D_06190_34.289_Cotton16_06190_01 1 1268 -;Gap=M168 I2 M139 N109 M249 N223 M276 N78 M88 N156 M77 N193 M51 N112 M218;coverage=100.0;identity=98.7;matches=1252;mismatches=14;indels=2;unknowns=0
AZ14	AZ14/IA14_c4_12071_34.737	34.737	Chr11	" 92,044,263 "	" 92,044,562 "	91	ID=AZ14/IA14_c4_12071_34.737.path1;Name=AZ14/IA14_c4_12071_34.737;Target=AZ14/IA14_c4_12071_34.737 1 301 +;Gap=M79 I1 M221;coverage=100.0;identity=91.6;matches=274;mismatches=24;indels=1;unknowns=2
AZ14	AZ14/IA14_c4_12071_34.737	34.737	Chr04	" 86,692,626 "	" 86,692,925 "	91	ID=AZ14/IA14_c4_12071_34.737.path2;Name=AZ14/IA14_c4_12071_34.737;Target=AZ14/IA14_c4_12071_34.737 1 301 +;Gap=M80 I1 M220;coverage=100.0;identity=91.3;matches=273;mismatches=25;indels=1;unknowns=2
AZ14	AZ14/IA14_c4_07752_35.133	35.133	Chr11	" 70,585,241 "	" 70,585,497 "	79	ID=AZ14/IA14_c4_07752_35.133.path1;Name=AZ14/IA14_c4_07752_35.133;Target=AZ14/IA14_c4_07752_35.133 1 236 -;Gap=M23 I1 M19 D1 M109 D21 M84;coverage=87.1;identity=79.4;matches=204;mismatches=30;indels=23;unknowns=1
AZ14	AZ14/IA14_c4_23248_39.443	39.443	Chr04	" 78,211,024 "	" 78,211,312 "	90	ID=AZ14/IA14_c4_23248_39.443.path1;Name=AZ14/IA14_c4_23248_39.443;Target=AZ14/IA14_c4_23248_39.443 5 295 -;Gap=M51 I1 M43 I1 M195;coverage=96.7;identity=90.3;matches=261;mismatches=26;indels=2;unknowns=2
AZ14	AZ14/IA14_c2_50716_43.143	43.143	Chr11	" 18,309,537 "	" 18,309,779 "	86	ID=AZ14/IA14_c2_50716_43.143.path1;Name=AZ14/IA14_c2_50716_43.143;Target=AZ14/IA14_c2_50716_43.143 1 248 +;Gap=M7 D1 M25 I1 M80 I12 M50 D2 M8 D4 M4 D1 M61;coverage=82.9;identity=86.7;matches=221;mismatches=13;indels=21;unknowns=1
AZ14	AZ14/IA14_c2_50716_43.143	43.143	Chr04	" 5,589,488 "	" 5,589,725 "	89	ID=AZ14/IA14_c2_50716_43.143.path2;Name=AZ14/IA14_c2_50716_43.143;Target=AZ14/IA14_c2_50716_43.143 1 231 -;Gap=M49 D3 M8 D4 M136 I1 M29 D1 M8;coverage=77.3;identity=89.1;matches=212;mismatches=17;indels=9;unknowns=1
AZ14	AZ14/IA14_c4_02071_66.901	66.901	Chr04	" 2,628,341 "	" 2,628,640 "	96	ID=AZ14/IA14_c4_02071_66.901.path1;Name=AZ14/IA14_c4_02071_66.901;Target=AZ14/IA14_c4_02071_66.901 1 300 +;Gap=M300;coverage=99.7;identity=96.6;matches=288;mismatches=10;indels=0;unknowns=2
							
AZ15	AZ15/IA17_18_cs_1288_0	0	Chr11	" 111,188,329 "	" 111,188,585 "	99	ID=AZ15/IA17_18_cs_1288_0.path1;Name=AZ15/IA17_18_cs_1288_0;Target=AZ15/IA17_18_cs_1288_0 1 257 -;Gap=M257;coverage=97.3;identity=99.6;matches=254;mismatches=1;indels=0;unknowns=2
AZ15	AZ15/IA17_18_c4_26580_11.663	11.663	Chr11	" 113,226,464 "	" 113,226,740 "	98	ID=AZ15/IA17_18_c4_26580_11.663.path1;Name=AZ15/IA17_18_c4_26580_11.663;Target=AZ15/IA17_18_c4_26580_11.663 3 279 -;Gap=M277;coverage=92.0;identity=98.9;matches=273;mismatches=3;indels=0;unknowns=1
AZ15	AZ15/IA17_18_c4_68550_35.171	35.171	Chr11	" 76,307,222 "	" 76,307,496 "	98	ID=AZ15/IA17_18_c4_68550_35.171.path1;Name=AZ15/IA17_18_c4_68550_35.171;Target=AZ15/IA17_18_c4_68550_35.171 1 274 +;Gap=M144 D1 M130;coverage=100.0;identity=98.2;matches=268;mismatches=4;indels=1;unknowns=2
AZ15	AZ15/IA17_18_EST1A_00072_04_36.376_Cotton16_00072_04	36.376	Chr11	" 67,273,868 "	" 67,276,505 "	99	ID=AZ15/IA17_18_EST1A_00072_04_36.376_Cotton16_00072_04.path1;Name=AZ15/IA17_18_EST1A_00072_04_36.376_Cotton16_00072_04;Target=AZ15/IA17_18_EST1A_00072_04_36.376_Cotton16_00072_04 1 1357 -;Gap=M35 D4 M8 I1 M24 D6 M80 I1 M53 D2 M373 N292 M213 N94 M219 N192 M146 N693 M204;coverage=99.4;identity=97.4;matches=1333;mismatches=22;indels=14;unknowns=0
AZ15	AZ15/IA17_18_ck_07011_41.889	41.889	Chr11	" 56,927,158 "	" 56,927,455 "	97	ID=AZ15/IA17_18_ck_07011_41.889.path1;Name=AZ15/IA17_18_ck_07011_41.889;Target=AZ15/IA17_18_ck_07011_41.889 1 299 +;Gap=M253 I1 M45;coverage=99.3;identity=98.0;matches=292;mismatches=5;indels=1;unknowns=1
AZ15	AZ15/IA17_18_ck_24378_42.294	42.294	Chr06	" 61,771,846 "	" 61,772,100 "	94	ID=AZ15/IA17_18_ck_24378_42.294.path1;Name=AZ15/IA17_18_ck_24378_42.294;Target=AZ15/IA17_18_ck_24378_42.294 30 286 +;Gap=M174 I1 M57 I1 M24;coverage=89.9;identity=94.1;matches=240;mismatches=13;indels=2;unknowns=2
AZ15	AZ15/IA17_18_ck_24378_42.294	42.294	Chr02	" 40,290,957 "	" 40,291,211 "	93	ID=AZ15/IA17_18_ck_24378_42.294.path2;Name=AZ15/IA17_18_ck_24378_42.294;Target=AZ15/IA17_18_ck_24378_42.294 30 286 +;Gap=M174 I1 M57 I1 M24;coverage=89.9;identity=93.7;matches=239;mismatches=14;indels=2;unknowns=2
AZ15	AZ15/IA17_18_c4_94051_44.147	44.147	Chr11	" 31,389,875 "	" 31,390,165 "	97	ID=AZ15/IA17_18_c4_94051_44.147.path1;Name=AZ15/IA17_18_c4_94051_44.147;Target=AZ15/IA17_18_c4_94051_44.147 1 292 -;Gap=M222 I1 M69;coverage=100.0;identity=97.9;matches=283;mismatches=5;indels=1;unknowns=3
AZ15	AZ15/IA17_18_c4_05495_44.532	44.532	Chr11	" 46,788,308 "	" 46,788,604 "	98	ID=AZ15/IA17_18_c4_05495_44.532.path1;Name=AZ15/IA17_18_c4_05495_44.532;Target=AZ15/IA17_18_c4_05495_44.532 1 297 -;Gap=M297;coverage=100.0;identity=98.6;matches=291;mismatches=4;indels=0;unknowns=2
AZ15	AZ15/IA17_18_c4_134286_46.328	46.328	Chr11	" 74,894,327 "	" 74,894,596 "	99	ID=AZ15/IA17_18_c4_134286_46.328.path1;Name=AZ15/IA17_18_c4_134286_46.328;Target=AZ15/IA17_18_c4_134286_46.328 32 301 +;Gap=M270;coverage=89.7;identity=99.3;matches=266;mismatches=2;indels=0;unknowns=2
AZ15	AZ15/IA17_18_c4_16509_48.674	48.674	Chr13	" 13,766,711 "	" 13,766,977 "	91	ID=AZ15/IA17_18_c4_16509_48.674.path1;Name=AZ15/IA17_18_c4_16509_48.674;Target=AZ15/IA17_18_c4_16509_48.674 25 293 +;Gap=M148 I1 M21 I1 M98;coverage=89.4;identity=91.0;matches=244;mismatches=22;indels=2;unknowns=1
AZ15	AZ15/IA17_18_c4_16509_48.674	48.674	Chr04	" 12,830,101 "	" 12,830,377 "	90	ID=AZ15/IA17_18_c4_16509_48.674.path2;Name=AZ15/IA17_18_c4_16509_48.674;Target=AZ15/IA17_18_c4_16509_48.674 23 301 -;Gap=M105 I1 M21 I1 M151;coverage=92.7;identity=90.3;matches=251;mismatches=25;indels=2;unknowns=1
AZ15	AZ15/IA17_18_c4_07089_49.51	49.51	Chr11	" 77,900,967 "	" 77,901,261 "	89	ID=AZ15/IA17_18_c4_07089_49.51.path1;Name=AZ15/IA17_18_c4_07089_49.51;Target=AZ15/IA17_18_c4_07089_49.51 4 301 -;Gap=M172 I1 M39 I1 M33 I1 M51;coverage=99.0;identity=89.2;matches=265;mismatches=29;indels=3;unknowns=1
AZ15	AZ15/IA17_18_c4_07089_49.51	49.51	Chr07	" 12,917,030 "	" 12,917,318 "	86	ID=AZ15/IA17_18_c4_07089_49.51.path2;Name=AZ15/IA17_18_c4_07089_49.51;Target=AZ15/IA17_18_c4_07089_49.51 4 301 +;Gap=M53 I1 M12 I8 M224;coverage=99.0;identity=86.9;matches=258;mismatches=30;indels=9;unknowns=1
AZ15	AZ15/IA17_18_ck_44145_50.023	50.023	Chr11	" 43,912,687 "	" 43,912,986 "	98	ID=AZ15/IA17_18_ck_44145_50.023.path1;Name=AZ15/IA17_18_ck_44145_50.023;Target=AZ15/IA17_18_ck_44145_50.023 1 301 -;Gap=M64 I1 M236;coverage=100.0;identity=98.7;matches=296;mismatches=3;indels=1;unknowns=1
AZ15	AZ15/IA17_18_c3_63275_51.324	51.324	Chr11	" 28,564,780 "	" 28,565,050 "	93	ID=AZ15/IA17_18_c3_63275_51.324.path1;Name=AZ15/IA17_18_c3_63275_51.324;Target=AZ15/IA17_18_c3_63275_51.324 1 272 +;Gap=M77 I3 M17 I1 M151 D3 M23;coverage=93.2;identity=93.4;matches=255;mismatches=11;indels=7;unknowns=2
AZ15	AZ15/IA17_18_c3_28470_62.336	62.336	Chr11	" 13,538,370 "	" 13,538,663 "	98	ID=AZ15/IA17_18_c3_28470_62.336.path1;Name=AZ15/IA17_18_c3_28470_62.336;Target=AZ15/IA17_18_c3_28470_62.336 1 297 -;Gap=M56 I1 M7 I1 M215 I1 M16;coverage=100.0;identity=99.0;matches=292;mismatches=0;indels=3;unknowns=2
AZ15	AZ15/IA17_18_c4_110219_64.074	64.074	Chr11	" 22,893,719 "	" 22,894,011 "	93	ID=AZ15/IA17_18_c4_110219_64.074.path1;Name=AZ15/IA17_18_c4_110219_64.074;Target=AZ15/IA17_18_c4_110219_64.074 1 295 -;Gap=M164 I1 M16 I1 M113;coverage=100.0;identity=93.4;matches=271;mismatches=17;indels=2;unknowns=5
AZ15	AZ15/IA17_18_c4_47355_82.548	82.548	Chr11	" 5,593,536 "	" 5,593,833 "	95	ID=AZ15/IA17_18_c4_47355_82.548.path1;Name=AZ15/IA17_18_c4_47355_82.548;Target=AZ15/IA17_18_c4_47355_82.548 1 301 -;Gap=M36 I1 M12 I2 M11 D1 M67 I1 M171;coverage=100.0;identity=95.3;matches=286;mismatches=9;indels=5;unknowns=2
							
AZ16_17	AZ16_17/IA22_c4_00014_0	0	Chr07	" 1,901,910 "	" 1,902,208 "	98	ID=AZ16_17/IA22_c4_00014_0.path1;Name=AZ16_17/IA22_c4_00014_0;Target=AZ16_17/IA22_c4_00014_0 1 299 +;Gap=M299;coverage=99.3;identity=98.3;matches=292;mismatches=5;indels=0;unknowns=2
AZ16_17	AZ16_17/IA22_EST1A_00010_17_14.334_Cotton16_00010_17	14.334	Chr07	" 96,341,206 "	" 96,343,505 "	100	ID=AZ16_17/IA22_EST1A_00010_17_14.334_Cotton16_00010_17.path1;Name=AZ16_17/IA22_EST1A_00010_17_14.334_Cotton16_00010_17;Target=AZ16_17/IA22_EST1A_00010_17_14.334_Cotton16_00010_17 1 1301 -;Gap=M407 N94 M274 N719 M173 N109 M210 N77 M237;coverage=99.2;identity=99.5;matches=1295;mismatches=6;indels=0;unknowns=0
AZ16_17	AZ16_17/IA22_GS1A_20202p545q14_26.824	26.824	Chr07	" 96,470,265 "	" 96,472,169 "	100	ID=AZ16_17/IA22_GS1A_20202p545q14_26.824.path1;Name=AZ16_17/IA22_GS1A_20202p545q14_26.824;Target=AZ16_17/IA22_GS1A_20202p545q14_26.824 1 601 +;Gap=M476 N1304 M125;coverage=100.0;identity=100.0;matches=588;mismatches=0;indels=0;unknowns=13
AZ16_17	AZ16_17/IA22_c3_11606_31.833	31.833	Chr07	" 96,878,269 "	" 96,878,549 "	99	ID=AZ16_17/IA22_c3_11606_31.833.path1;Name=AZ16_17/IA22_c3_11606_31.833;Target=AZ16_17/IA22_c3_11606_31.833 1 281 -;Gap=M281;coverage=93.4;identity=99.3;matches=278;mismatches=2;indels=0;unknowns=1
AZ16_17	AZ16_17/IA22_GS1A_23155p1125q16_35.735	35.735	Chr07	" 7,649,993 "	" 7,651,707 "	99	ID=AZ16_17/IA22_GS1A_23155p1125q16_35.735.path1;Name=AZ16_17/IA22_GS1A_23155p1125q16_35.735;Target=AZ16_17/IA22_GS1A_23155p1125q16_35.735 1 461 -;Gap=M213 N204 M70 N729 M106 N321 M72;coverage=95.1;identity=99.8;matches=456;mismatches=1;indels=0;unknowns=4
AZ16_17	AZ16_17/IA22_c2_11322_47.783	47.783	Chr07	" 16,950,764 "	" 16,951,064 "	99	ID=AZ16_17/IA22_c2_11322_47.783.path1;Name=AZ16_17/IA22_c2_11322_47.783;Target=AZ16_17/IA22_c2_11322_47.783 1 301 -;Gap=M301;coverage=100.0;identity=99.3;matches=297;mismatches=2;indels=0;unknowns=2
AZ16_17	AZ16_17/IA22_c2_48642_52.678	52.678	Chr07	" 93,242,131 "	" 93,242,432 "	98	ID=AZ16_17/IA22_c2_48642_52.678.path1;Name=AZ16_17/IA22_c2_48642_52.678;Target=AZ16_17/IA22_c2_48642_52.678 1 301 -;Gap=M218 D1 M83;coverage=100.0;identity=98.3;matches=295;mismatches=4;indels=1;unknowns=2
AZ16_17	AZ16_17/IA22_cs_1083_54.222	54.222	Chr07	" 19,376,206 "	" 19,376,500 "	95	ID=AZ16_17/IA22_cs_1083_54.222.path1;Name=AZ16_17/IA22_cs_1083_54.222;Target=AZ16_17/IA22_cs_1083_54.222 1 301 -;Gap=M26 I1 M26 I1 M80 I1 M133 I2 M9 I1 M21;coverage=100.0;identity=95.3;matches=284;mismatches=8;indels=6;unknowns=3
AZ16_17	AZ16_17/IA22_c4_32659_60.772	60.772	Chr07	" 24,316,785 "	" 24,317,080 "	96	ID=AZ16_17/IA22_c4_32659_60.772.path1;Name=AZ16_17/IA22_c4_32659_60.772;Target=AZ16_17/IA22_c4_32659_60.772 1 301 +;Gap=M117 I1 M68 I1 M33 I1 M42 I1 M8 I1 M28;coverage=100.0;identity=96.3;matches=289;mismatches=6;indels=5;unknowns=1
AZ16_17	AZ16_17/IA22_c4_05239_64.164	64.164	Chr01	" 84,150,134 "	" 84,150,430 "	90	ID=AZ16_17/IA22_c4_05239_64.164.path1;Name=AZ16_17/IA22_c4_05239_64.164;Target=AZ16_17/IA22_c4_05239_64.164 1 301 +;Gap=M112 I1 M105 I3 M80;coverage=100.0;identity=90.7;matches=272;mismatches=24;indels=4;unknowns=1
AZ16_17	AZ16_17/IA22_ck_24803_65.129	65.129	Chr07	" 33,705,883 "	" 33,706,153 "	97	ID=AZ16_17/IA22_ck_24803_65.129.path1;Name=AZ16_17/IA22_ck_24803_65.129;Target=AZ16_17/IA22_ck_24803_65.129 1 274 -;Gap=M159 I1 M33 I1 M8 I1 M71;coverage=100.0;identity=97.0;matches=262;mismatches=5;indels=3;unknowns=4
AZ16_17	AZ16_17/IA22_ck_08110_66.837	66.837	Chr07	" 75,251,446 "	" 75,251,727 "	99	ID=AZ16_17/IA22_ck_08110_66.837.path1;Name=AZ16_17/IA22_ck_08110_66.837;Target=AZ16_17/IA22_ck_08110_66.837 1 283 -;Gap=M41 I1 M241;coverage=94.0;identity=99.3;matches=280;mismatches=1;indels=1;unknowns=1
AZ16_17	AZ16_17/IA22_ck_53995_68.639	68.639	Chr07	" 89,164,128 "	" 89,164,427 "	97	ID=AZ16_17/IA22_ck_53995_68.639.path1;Name=AZ16_17/IA22_ck_53995_68.639;Target=AZ16_17/IA22_ck_53995_68.639 1 301 +;Gap=M89 I1 M211;coverage=100.0;identity=97.7;matches=292;mismatches=6;indels=1;unknowns=2
AZ16_17	AZ16_17/IA22_c4_10256_70.052	70.052	Chr07	" 71,646,924 "	" 71,647,224 "	97	ID=AZ16_17/IA22_c4_10256_70.052.path1;Name=AZ16_17/IA22_c4_10256_70.052;Target=AZ16_17/IA22_c4_10256_70.052 1 301 -;Gap=M301;coverage=100.0;identity=97.7;matches=292;mismatches=7;indels=0;unknowns=2
AZ16_17	AZ16_17/IA22_c4_40887_74.93	74.93	Chr07	" 65,794,343 "	" 65,794,605 "	96	ID=AZ16_17/IA22_c4_40887_74.93.path1;Name=AZ16_17/IA22_c4_40887_74.93;Target=AZ16_17/IA22_c4_40887_74.93 1 266 +;Gap=M206 I2 M25 I1 M32;coverage=93.3;identity=97.0;matches=256;mismatches=5;indels=3;unknowns=2
AZ16_17	AZ16_17/IA22_c4_117179_75.801	75.801	Chr11	" 67,614,032 "	" 67,811,690 "	95	ID=AZ16_17/IA22_c4_117179_75.801.path1;Name=AZ16_17/IA22_c4_117179_75.801;Target=AZ16_17/IA22_c4_117179_75.801 1 284 +;Gap=M135 N6889 M11 N180774 M1 N1676 M7 N1105 M4 N6955 M59 I1 M43;coverage=100.0;identity=96.2;matches=251;mismatches=9;indels=1;unknowns=0
AZ16_17	AZ16_17/IA22_c4_117179_75.801	75.801	Chr10	" 37,217,440 "	" 37,336,648 "	91	ID=AZ16_17/IA22_c4_117179_75.801.path2;Name=AZ16_17/IA22_c4_117179_75.801;Target=AZ16_17/IA22_c4_117179_75.801 36 284 -;Gap=M41 I1 M43 I1 M21 N111512 M82 N7450 M60;coverage=87.7;identity=93.1;matches=231;mismatches=15;indels=2;unknowns=1
AZ16_17	AZ16_17/IA22_c4_04889_77.134	77.134	Chr07	" 83,369,219 "	" 83,369,517 "	97	ID=AZ16_17/IA22_c4_04889_77.134.path1;Name=AZ16_17/IA22_c4_04889_77.134;Target=AZ16_17/IA22_c4_04889_77.134 1 301 -;Gap=M31 I1 M240 I1 M28;coverage=100.0;identity=98.0;matches=293;mismatches=4;indels=2;unknowns=2
AZ16_17	AZ16_17/IA22_c4_49169_79.95	79.95	Chr07	" 91,537,957 "	" 91,538,258 "	98	ID=AZ16_17/IA22_c4_49169_79.95.path1;Name=AZ16_17/IA22_c4_49169_79.95;Target=AZ16_17/IA22_c4_49169_79.95 1 301 +;Gap=M77 D1 M224;coverage=100.0;identity=98.0;matches=295;mismatches=5;indels=1;unknowns=1
							
AZ18	AZ18/IA8_GS2A_42831p351q12_0	0	Chr13	" 115,638,132 "	" 115,638,733 "	99	ID=AZ18/IA8_GS2A_42831p351q12_0.path1;Name=AZ18/IA8_GS2A_42831p351q12_0;Target=AZ18/IA8_GS2A_42831p351q12_0 1 601 -;Gap=M576 D1 M25;coverage=100.0;identity=99.5;matches=589;mismatches=2;indels=1;unknowns=10
AZ18	AZ18/IA8_GS1A_40993p488q27_7.441	7.441	Chr13	" 110,366,813 "	" 110,368,139 "	99	ID=AZ18/IA8_GS1A_40993p488q27_7.441.path1;Name=AZ18/IA8_GS1A_40993p488q27_7.441;Target=AZ18/IA8_GS1A_40993p488q27_7.441 1 584 +;Gap=M226 N743 M358;coverage=97.2;identity=99.8;matches=566;mismatches=1;indels=0;unknowns=17
AZ18	AZ18/IA8_c4_19854_12.097	12.097	Chr13	" 111,453,271 "	" 111,453,557 "	94	ID=AZ18/IA8_c4_19854_12.097.path1;Name=AZ18/IA8_c4_19854_12.097;Target=AZ18/IA8_c4_19854_12.097 13 301 -;Gap=M112 I1 M13 I1 M162;coverage=96.0;identity=94.1;matches=271;mismatches=15;indels=2;unknowns=1
AZ18	AZ18/IA8_ck_24841_18.367	18.367	Chr13	" 78,392,359 "	" 78,392,659 "	100	ID=AZ18/IA8_ck_24841_18.367.path1;Name=AZ18/IA8_ck_24841_18.367;Target=AZ18/IA8_ck_24841_18.367 1 301 +;Gap=M301;coverage=100.0;identity=100.0;matches=299;mismatches=0;indels=0;unknowns=2
AZ18	AZ18/IA8_ck_58314_21.376	21.376	Chr13	" 73,694,220 "	" 73,694,517 "	97	ID=AZ18/IA8_ck_58314_21.376.path1;Name=AZ18/IA8_ck_58314_21.376;Target=AZ18/IA8_ck_58314_21.376 1 301 +;Gap=M204 I1 M5 I1 M12 I1 M77;coverage=100.0;identity=97.7;matches=293;mismatches=4;indels=3;unknowns=1
AZ18	AZ18/IA8_c4_52231_25.657	25.657	Chr13	" 74,778,822 "	" 74,779,119 "	97	ID=AZ18/IA8_c4_52231_25.657.path1;Name=AZ18/IA8_c4_52231_25.657;Target=AZ18/IA8_c4_52231_25.657 1 301 +;Gap=M135 I1 M74 I1 M11 I1 M78;coverage=100.0;identity=97.7;matches=293;mismatches=4;indels=3;unknowns=1
AZ18	AZ18/IA8_c4_75264_26.572	26.572	Chr13	" 92,251,818 "	" 92,252,116 "	95	ID=AZ18/IA8_c4_75264_26.572.path1;Name=AZ18/IA8_c4_75264_26.572;Target=AZ18/IA8_c4_75264_26.572 1 301 +;Gap=M267 I1 M12 I1 M20;coverage=100.0;identity=95.3;matches=283;mismatches=12;indels=2;unknowns=4
AZ18	AZ18/IA8_c4_67821_26.926	26.926	Chr13	" 82,284,427 "	" 82,284,751 "	85	ID=AZ18/IA8_c4_67821_26.926.path1;Name=AZ18/IA8_c4_67821_26.926;Target=AZ18/IA8_c4_67821_26.926 1 290 -;Gap=M42 I1 M7 D38 M49 I1 M36 I1 M153;coverage=96.3;identity=85.3;matches=278;mismatches=7;indels=41;unknowns=2
AZ18	AZ18/IA8_c4_120178_27.419	27.419	Chr13	" 58,730,087 "	" 58,730,387 "	96	ID=AZ18/IA8_c4_120178_27.419.path1;Name=AZ18/IA8_c4_120178_27.419;Target=AZ18/IA8_c4_120178_27.419 1 301 -;Gap=M301;coverage=100.0;identity=96.3;matches=289;mismatches=11;indels=0;unknowns=1
AZ18	AZ18/IA8_c4_106170_28.402	28.402	Chr13	" 43,953,027 "	" 43,953,327 "	97	ID=AZ18/IA8_c4_106170_28.402.path1;Name=AZ18/IA8_c4_106170_28.402;Target=AZ18/IA8_c4_106170_28.402 1 301 +;Gap=M301;coverage=100.0;identity=98.0;matches=293;mismatches=6;indels=0;unknowns=2
AZ18	AZ18/IA8_c4_00145_28.729	28.729	Chr13	" 60,341,167 "	" 60,341,467 "	99	ID=AZ18/IA8_c4_00145_28.729.path1;Name=AZ18/IA8_c4_00145_28.729;Target=AZ18/IA8_c4_00145_28.729 1 301 -;Gap=M301;coverage=100.0;identity=99.7;matches=299;mismatches=1;indels=0;unknowns=1
AZ18	AZ18/IA8_c4_66214_28.873	28.873	Chr13	" 58,700,545 "	" 58,700,810 "	95	ID=AZ18/IA8_c4_66214_28.873.path1;Name=AZ18/IA8_c4_66214_28.873;Target=AZ18/IA8_c4_66214_28.873 4 271 +;Gap=M175 I1 M6 I1 M85;coverage=98.9;identity=95.5;matches=252;mismatches=10;indels=2;unknowns=4
AZ18	AZ18/IA8_c4_54754_29.095	29.095	Chr13	" 50,758,380 "	" 50,758,677 "	98	ID=AZ18/IA8_c4_54754_29.095.path1;Name=AZ18/IA8_c4_54754_29.095;Target=AZ18/IA8_c4_54754_29.095 1 301 -;Gap=M158 I1 M15 I1 M8 I1 M117;coverage=100.0;identity=98.3;matches=295;mismatches=2;indels=3;unknowns=1
AZ18	AZ18/IA8_c4_47547_29.275	29.275	Chr13	" 51,388,142 "	" 51,388,420 "	97	ID=AZ18/IA8_c4_47547_29.275.path1;Name=AZ18/IA8_c4_47547_29.275;Target=AZ18/IA8_c4_47547_29.275 1 280 +;Gap=M204 I1 M75;coverage=100.0;identity=97.5;matches=272;mismatches=6;indels=1;unknowns=1
AZ18	AZ18/IA8_c4_31345_29.714	29.714	Chr13	" 34,355,050 "	" 34,355,336 "	97	ID=AZ18/IA8_c4_31345_29.714.path1;Name=AZ18/IA8_c4_31345_29.714;Target=AZ18/IA8_c4_31345_29.714 1 292 -;Gap=M188 I1 M7 I1 M37 I1 M26 I1 M12 I1 M17;coverage=100.0;identity=97.9;matches=285;mismatches=1;indels=5;unknowns=1
AZ18	AZ18/IA8_c4_40722_35.612	35.612	Chr08	" 92,656,633 "	" 92,656,914 "	88	ID=AZ18/IA8_c4_40722_35.612.path1;Name=AZ18/IA8_c4_40722_35.612;Target=AZ18/IA8_c4_40722_35.612 17 301 -;Gap=M127 I1 M84 I1 M33 I1 M38;coverage=94.7;identity=88.0;matches=250;mismatches=31;indels=3;unknowns=1
