# Generated by GMAP version 2018-07-04 using call:  gmap.avx2 -D . -d TM1 -t 150 -n 2 -f 4 QTLtargetseqsFixed.fasta							
LG	Marker	Position	Chr	Start	End	% ID	
AZ18/IA8	AZ18/IA8_c4_120178_27.419	27.419	A13	"43,886,148"	"43,886,448"	100	ID=AZ18/IA8_c4_120178_27.419.path1;Name=AZ18/IA8_c4_120178_27.419;Target=AZ18/IA8_c4_120178_27.419 1 301 -;Gap=M301;coverage=100.0;identity=100.0;matches=300;mismatches=0;indels=0;unknowns=1
AZ18/IA8	AZ18/IA8_c4_106170_28.402	28.402	A07	"55,316,551"	"55,316,851"	100	ID=AZ18/IA8_c4_106170_28.402.path1;Name=AZ18/IA8_c4_106170_28.402;Target=AZ18/IA8_c4_106170_28.402 1 301 +;Gap=M301;coverage=100.0;identity=100.0;matches=299;mismatches=0;indels=0;unknowns=2
AZ18/IA8	AZ18/IA8_c4_00145_28.729	28.729	A13	"48,104,977"	"48,105,277"	100	ID=AZ18/IA8_c4_00145_28.729.path1;Name=AZ18/IA8_c4_00145_28.729;Target=AZ18/IA8_c4_00145_28.729 1 301 -;Gap=M301;coverage=100.0;identity=100.0;matches=300;mismatches=0;indels=0;unknowns=1
AZ18/IA8	AZ18/IA8_c4_66214_28.873	28.873	A13	"43,856,575"	"43,856,843"	99	ID=AZ18/IA8_c4_66214_28.873.path1;Name=AZ18/IA8_c4_66214_28.873;Target=AZ18/IA8_c4_66214_28.873 1 271 +;Gap=M178 I1 M6 I1 M85;coverage=100.0;identity=99.3;matches=265;mismatches=0;indels=2;unknowns=4
AZ18/IA8	AZ18/IA8_c4_54754_29.095	29.095	A13	"23,758,508"	"23,758,806"	99	ID=AZ18/IA8_c4_54754_29.095.path1;Name=AZ18/IA8_c4_54754_29.095;Target=AZ18/IA8_c4_54754_29.095 1 301 +;Gap=M117 I1 M3 I1 M179;coverage=100.0;identity=99.3;matches=298;mismatches=0;indels=2;unknowns=1
AZ18/IA8	AZ18/IA8_c4_47547_29.275	29.275	scaffold_659	"30,199"	"30,477"	99	ID=AZ18/IA8_c4_47547_29.275.path1;Name=AZ18/IA8_c4_47547_29.275;Target=AZ18/IA8_c4_47547_29.275 1 280 +;Gap=M204 I1 M75;coverage=100.0;identity=99.6;matches=278;mismatches=0;indels=1;unknowns=1
AZ18/IA8	AZ18/IA8_c4_31345_29.714	29.714	A13	"36,343,335"	"36,343,622"	98	ID=AZ18/IA8_c4_31345_29.714.path1;Name=AZ18/IA8_c4_31345_29.714;Target=AZ18/IA8_c4_31345_29.714 1 292 -;Gap=M188 I1 M7 I1 M37 I1 M26 I1 M30;coverage=100.0;identity=98.6;matches=287;mismatches=0;indels=4;unknowns=1
AZ18/IA8	AZ18/IA8_c4_40722_35.612	35.612	A13	"9,478,732"	"9,479,028"	98	ID=AZ18/IA8_c4_40722_35.612.path1;Name=AZ18/IA8_c4_40722_35.612;Target=AZ18/IA8_c4_40722_35.612 1 301 -;Gap=M130 I1 M81 I1 M33 I1 M45 I1 M8;coverage=100.0;identity=98.7;matches=296;mismatches=0;indels=4;unknowns=1
AZ18/IA8	AZ18/IA8_GS1A_34972p1090q20_57.907	57.907	A13	"3,404,007"	"3,404,691"	100	ID=AZ18/IA8_GS1A_34972p1090q20_57.907.path1;Name=AZ18/IA8_GS1A_34972p1090q20_57.907;Target=AZ18/IA8_GS1A_34972p1090q20_57.907 1 601 +;Gap=M501 N84 M100;coverage=100.0;identity=100.0;matches=583;mismatches=0;indels=0;unknowns=18
AZ18/IA8	AZ18/IA8_GS1A_34972p1090q20_57.907	57.907	D13	"2,777,911"	"2,778,594"	100	ID=AZ18/IA8_GS1A_34972p1090q20_57.907.path2;Name=AZ18/IA8_GS1A_34972p1090q20_57.907;Target=AZ18/IA8_GS1A_34972p1090q20_57.907 1 601 +;Gap=M501 N83 M100;coverage=100.0;identity=99.7;matches=581;mismatches=2;indels=0;unknowns=18
							
AZ19/IA15	AZ19/IA15_c4_26223_0	0	A10	"106,114,506"	"106,114,806"	100	ID=AZ19/IA15_c4_26223_0.path1;Name=AZ19/IA15_c4_26223_0;Target=AZ19/IA15_c4_26223_0 1 301 -;Gap=M301;coverage=100.0;identity=100.0;matches=300;mismatches=0;indels=0;unknowns=1
AZ19/IA15	AZ19/IA15_c4_48164_15.797	15.797	A10	"98,555,505"	"98,555,799"	99	ID=AZ19/IA15_c4_48164_15.797.path1;Name=AZ19/IA15_c4_48164_15.797;Target=AZ19/IA15_c4_48164_15.797 1 297 -;Gap=M29 I1 M105 I1 M161;coverage=100.0;identity=99.3;matches=293;mismatches=0;indels=2;unknowns=2
AZ19/IA15	AZ19/IA15_c4_08951_19.869	19.869	A10	"94,778,753"	"94,779,051"	99	ID=AZ19/IA15_c4_08951_19.869.path1;Name=AZ19/IA15_c4_08951_19.869;Target=AZ19/IA15_c4_08951_19.869 1 301 -;Gap=M68 I1 M34 I1 M197;coverage=100.0;identity=99.3;matches=297;mismatches=0;indels=2;unknowns=2
AZ19/IA15	AZ19/IA15_c4_18411_23.885	23.885	A10	"80,917,210"	"80,917,510"	100	ID=AZ19/IA15_c4_18411_23.885.path1;Name=AZ19/IA15_c4_18411_23.885;Target=AZ19/IA15_c4_18411_23.885 1 301 -;Gap=M301;coverage=100.0;identity=100.0;matches=300;mismatches=0;indels=0;unknowns=1
AZ19/IA15	AZ19/IA15_c4_20421_24.279	24.279	A10	"78,579,634"	"78,579,907"	100	ID=AZ19/IA15_c4_20421_24.279.path1;Name=AZ19/IA15_c4_20421_24.279;Target=AZ19/IA15_c4_20421_24.279 1 274 +;Gap=M274;coverage=100.0;identity=100.0;matches=273;mismatches=0;indels=0;unknowns=1
AZ19/IA15	AZ19/IA15_c4_125389_24.482	24.482	A10	"76,939,129"	"76,939,415"	99	ID=AZ19/IA15_c4_125389_24.482.path1;Name=AZ19/IA15_c4_125389_24.482;Target=AZ19/IA15_c4_125389_24.482 1 288 -;Gap=M151 I1 M136;coverage=100.0;identity=99.6;matches=284;mismatches=0;indels=1;unknowns=3
AZ19/IA15	AZ19/IA15_GS1A_32899p478q21_30.315	30.315	A10	"90,147,914"	"90,148,541"	99	ID=AZ19/IA15_GS1A_32899p478q21_30.315.path1;Name=AZ19/IA15_GS1A_32899p478q21_30.315;Target=AZ19/IA15_GS1A_32899p478q21_30.315 1 525 +;Gap=M99 N104 M368 I1 M57;coverage=87.4;identity=99.8;matches=503;mismatches=0;indels=1;unknowns=21
AZ19/IA15	AZ19/IA15_GS1A_32899p478q21_30.315	30.315	D10	"50,127,769"	"50,128,390"	99	ID=AZ19/IA15_GS1A_32899p478q21_30.315.path2;Name=AZ19/IA15_GS1A_32899p478q21_30.315;Target=AZ19/IA15_GS1A_32899p478q21_30.315 1 525 +;Gap=M99 N97 M426;coverage=87.4;identity=99.4;matches=501;mismatches=3;indels=0;unknowns=21
AZ19/IA15	AZ19/IA15_c3_35478_31.826	31.826	A10	"80,806,711"	"80,807,011"	98	ID=AZ19/IA15_c3_35478_31.826.path1;Name=AZ19/IA15_c3_35478_31.826;Target=AZ19/IA15_c3_35478_31.826 1 301 -;Gap=M17 I1 M246 D1 M37;coverage=100.0;identity=99.0;matches=296;mismatches=1;indels=2;unknowns=3
AZ19/IA15	AZ19/IA15_GS1A_43230p229q17_32.084	32.084	D10	"19,325,985"	"19,329,612"	100	ID=AZ19/IA15_GS1A_43230p229q17_32.084.path1;Name=AZ19/IA15_GS1A_43230p229q17_32.084;Target=AZ19/IA15_GS1A_43230p229q17_32.084 1 529 -;Gap=M57 N582 M70 N2517 M402;coverage=100.0;identity=100.0;matches=508;mismatches=0;indels=0;unknowns=21
AZ19/IA15	AZ19/IA15_GS1A_43230p229q17_32.084	32.084	A10	"81,143,513"	"81,147,126"	100	ID=AZ19/IA15_GS1A_43230p229q17_32.084.path2;Name=AZ19/IA15_GS1A_43230p229q17_32.084;Target=AZ19/IA15_GS1A_43230p229q17_32.084 1 529 -;Gap=M402 N2503 M70 N582 M57;coverage=100.0;identity=99.2;matches=504;mismatches=4;indels=0;unknowns=21
AZ19/IA15	AZ19/IA15_c4_74243_37.114	37.114	A10	"19,770,376"	"19,770,675"	99	ID=AZ19/IA15_c4_74243_37.114.path1;Name=AZ19/IA15_c4_74243_37.114;Target=AZ19/IA15_c4_74243_37.114 1 301 +;Gap=M32 I1 M268;coverage=100.0;identity=99.3;matches=296;mismatches=1;indels=1;unknowns=3
AZ19/IA15	AZ19/IA15_c4_28291_39.075	39.075	A10	"70,245,846"	"70,246,144"	100	ID=AZ19/IA15_c4_28291_39.075.path1;Name=AZ19/IA15_c4_28291_39.075;Target=AZ19/IA15_c4_28291_39.075 1 299 +;Gap=M299;coverage=100.0;identity=100.0;matches=298;mismatches=0;indels=0;unknowns=1
AZ19/IA15	AZ19/IA15_GS1A_34804p1288q26_43.039	43.039	A10	"65,019,706"	"65,020,483"	100	ID=AZ19/IA15_GS1A_34804p1288q26_43.039.path1;Name=AZ19/IA15_GS1A_34804p1288q26_43.039;Target=AZ19/IA15_GS1A_34804p1288q26_43.039 1 570 +;Gap=M125 N86 M102 N122 M343;coverage=99.7;identity=100.0;matches=561;mismatches=0;indels=0;unknowns=9
AZ19/IA15	AZ19/IA15_GS1A_34804p1288q26_43.039	43.039	D10	"28,118,358"	"28,119,129"	99	ID=AZ19/IA15_GS1A_34804p1288q26_43.039.path2;Name=AZ19/IA15_GS1A_34804p1288q26_43.039;Target=AZ19/IA15_GS1A_34804p1288q26_43.039 1 570 +;Gap=M343 N116 M102 N86 M125;coverage=99.7;identity=99.8;matches=560;mismatches=1;indels=0;unknowns=9
AZ19/IA15	AZ19/IA15_c2_60153_43.911	43.911	scaffold_598	"11,803"	"12,102"	99	ID=AZ19/IA15_c2_60153_43.911.path1;Name=AZ19/IA15_c2_60153_43.911;Target=AZ19/IA15_c2_60153_43.911 1 301 -;Gap=M6 I1 M294;coverage=100.0;identity=99.7;matches=298;mismatches=0;indels=1;unknowns=2
AZ19/IA15	AZ19/IA15_c4_12475_45.929	45.929	A10	"19,520,926"	"19,521,209"	100	ID=AZ19/IA15_c4_12475_45.929.path1;Name=AZ19/IA15_c4_12475_45.929;Target=AZ19/IA15_c4_12475_45.929 1 284 -;Gap=M284;coverage=100.0;identity=100.0;matches=283;mismatches=0;indels=0;unknowns=1
AZ19/IA15	AZ19/IA15_c4_30426_51.53	51.53	A10	"6,566,496"	"6,566,794"	100	ID=AZ19/IA15_c4_30426_51.53.path1;Name=AZ19/IA15_c4_30426_51.53;Target=AZ19/IA15_c4_30426_51.53 1 299 +;Gap=M299;coverage=99.3;identity=100.0;matches=294;mismatches=0;indels=0;unknowns=5
AZ19/IA15	AZ19/IA15_c4_30426_51.53	51.53	D10	"5,992,109"	"5,992,407"	100	ID=AZ19/IA15_c4_30426_51.53.path2;Name=AZ19/IA15_c4_30426_51.53;Target=AZ19/IA15_c4_30426_51.53 1 299 +;Gap=M299;coverage=99.3;identity=100.0;matches=294;mismatches=0;indels=0;unknowns=5
AZ19/IA15	AZ19/IA15_c4_05121_52.833	52.833	A10	"6,056,379"	"6,056,676"	99	ID=AZ19/IA15_c4_05121_52.833.path1;Name=AZ19/IA15_c4_05121_52.833;Target=AZ19/IA15_c4_05121_52.833 1 301 -;Gap=M234 I1 M17 I1 M8 I1 M39;coverage=100.0;identity=99.0;matches=297;mismatches=0;indels=3;unknowns=1
							
AZ2/IA3	AZ2/IA3_c4_05109_0	0	D12	"22,239,698"	"22,239,998"	100	ID=AZ2/IA3_c4_05109_0.path1;Name=AZ2/IA3_c4_05109_0;Target=AZ2/IA3_c4_05109_0 1 301 +;Gap=M301;coverage=100.0;identity=100.0;matches=299;mismatches=0;indels=0;unknowns=2
AZ2/IA3	AZ2/IA3_c4_09140_0.396	0.396	D12	"37,238,984"	"37,239,259"	100	ID=AZ2/IA3_c4_09140_0.396.path1;Name=AZ2/IA3_c4_09140_0.396;Target=AZ2/IA3_c4_09140_0.396 1 276 -;Gap=M276;coverage=100.0;identity=100.0;matches=274;mismatches=0;indels=0;unknowns=2
AZ2/IA3	AZ2/IA3_c2_04522_4.964	4.964	D12	"33,038,902"	"33,039,202"	100	ID=AZ2/IA3_c2_04522_4.964.path1;Name=AZ2/IA3_c2_04522_4.964;Target=AZ2/IA3_c2_04522_4.964 1 301 +;Gap=M301;coverage=100.0;identity=100.0;matches=300;mismatches=0;indels=0;unknowns=1
AZ2/IA3	AZ2/IA3_ck_08344_10.418	10.418	D12	"42,748,162"	"42,748,450"	99	ID=AZ2/IA3_ck_08344_10.418.path1;Name=AZ2/IA3_ck_08344_10.418;Target=AZ2/IA3_ck_08344_10.418 1 290 +;Gap=M225 I1 M64;coverage=100.0;identity=99.7;matches=288;mismatches=0;indels=1;unknowns=1
AZ2/IA3	AZ2/IA3_ck_02331_17.464	17.464	D12	"45,583,702"	"45,584,002"	100	ID=AZ2/IA3_ck_02331_17.464.path1;Name=AZ2/IA3_ck_02331_17.464;Target=AZ2/IA3_ck_02331_17.464 1 301 -;Gap=M301;coverage=100.0;identity=100.0;matches=300;mismatches=0;indels=0;unknowns=1
AZ2/IA3	AZ2/IA3_GS2A_45293p258q9_24.63	24.63	D12	"51,612,631"	"51,613,748"	100	ID=AZ2/IA3_GS2A_45293p258q9_24.63.path1;Name=AZ2/IA3_GS2A_45293p258q9_24.63;Target=AZ2/IA3_GS2A_45293p258q9_24.63 31 558 +;Gap=M118 N137 M80 N360 M110 N93 M220;coverage=94.6;identity=100.0;matches=508;mismatches=0;indels=0;unknowns=20
AZ2/IA3	AZ2/IA3_GS2A_45293p258q9_24.63	24.63	A12	"88,669,930"	"88,671,060"	100	ID=AZ2/IA3_GS2A_45293p258q9_24.63.path2;Name=AZ2/IA3_GS2A_45293p258q9_24.63;Target=AZ2/IA3_GS2A_45293p258q9_24.63 31 558 +;Gap=M118 N137 M80 N373 M110 N93 M220;coverage=94.6;identity=99.4;matches=505;mismatches=3;indels=0;unknowns=20
AZ2/IA3	AZ2/IA3_c4_23726_27.508	27.508	D12	"50,419,729"	"50,420,021"	96	ID=AZ2/IA3_c4_23726_27.508.path1;Name=AZ2/IA3_c4_23726_27.508;Target=AZ2/IA3_c4_23726_27.508 1 301 +;Gap=M159 I1 M28 I1 M12 I1 M19 I1 M2 I2 M7 I2 M66;coverage=100.0;identity=96.7;matches=290;mismatches=2;indels=8;unknowns=1
AZ2/IA3	AZ2/IA3_EST1D_27871_01_52.821_Cotton16_27871_02	52.821	A11	"23,578,634"	"23,579,624"	99	ID=AZ2/IA3_EST1D_27871_01_52.821_Cotton16_27871_02.path1;Name=AZ2/IA3_EST1D_27871_01_52.821_Cotton16_27871_02;Target=AZ2/IA3_EST1D_27871_01_52.821_Cotton16_27871_02 1 494 +;Gap=M24 N497 M470;coverage=100.0;identity=99.6;matches=492;mismatches=2;indels=0;unknowns=0
							
AZ20/IA23	AZ20/IA23_c4_09929_0	0	D09	"40,676,126"	"40,676,425"	99	ID=AZ20/IA23_c4_09929_0.path1;Name=AZ20/IA23_c4_09929_0;Target=AZ20/IA23_c4_09929_0 1 301 +;Gap=M154 I1 M146;coverage=100.0;identity=99.7;matches=299;mismatches=0;indels=1;unknowns=1
AZ20/IA23	AZ20/IA23_c3_66591_25.313	25.313	D09	"35,133,574"	"35,133,849"	99	ID=AZ20/IA23_c3_66591_25.313.path1;Name=AZ20/IA23_c3_66591_25.313;Target=AZ20/IA23_c3_66591_25.313 1 278 -;Gap=M79 I1 M118 I1 M79;coverage=100.0;identity=99.3;matches=275;mismatches=0;indels=2;unknowns=1
AZ20/IA23	AZ20/IA23_c4_101926_29.96	29.96	D08	"38,621,634"	"38,621,884"	91	ID=AZ20/IA23_c4_101926_29.96.path1;Name=AZ20/IA23_c4_101926_29.96;Target=AZ20/IA23_c4_101926_29.96 1 273 +;Gap=M223 I22 M28;coverage=100.0;identity=91.9;matches=250;mismatches=0;indels=22;unknowns=1
AZ20/IA23	AZ20/IA23_c4_51260_32.195	32.195	D09	"12,451,928"	"12,452,227"	99	ID=AZ20/IA23_c4_51260_32.195.path1;Name=AZ20/IA23_c4_51260_32.195;Target=AZ20/IA23_c4_51260_32.195 1 301 -;Gap=M161 I1 M139;coverage=100.0;identity=99.7;matches=298;mismatches=0;indels=1;unknowns=2
AZ20/IA23	AZ20/IA23_ck_77717_37.95	37.95	D09	"29,614,432"	"29,614,698"	98	ID=AZ20/IA23_ck_77717_37.95.path1;Name=AZ20/IA23_ck_77717_37.95;Target=AZ20/IA23_ck_77717_37.95 1 272 -;Gap=M108 I1 M11 I1 M105 I1 M9 I1 M11 I1 M23;coverage=100.0;identity=98.1;matches=265;mismatches=0;indels=5;unknowns=2
AZ20/IA23	AZ20/IA23_c2_10958_38.773	38.773	D09	"15,836,406"	"15,836,706"	100	ID=AZ20/IA23_c2_10958_38.773.path1;Name=AZ20/IA23_c2_10958_38.773;Target=AZ20/IA23_c2_10958_38.773 1 301 -;Gap=M301;coverage=100.0;identity=100.0;matches=300;mismatches=0;indels=0;unknowns=1
AZ20/IA23	AZ20/IA23_ck_03448_39.125	39.125	D09	"12,968,385"	"12,968,684"	99	ID=AZ20/IA23_ck_03448_39.125.path1;Name=AZ20/IA23_ck_03448_39.125;Target=AZ20/IA23_ck_03448_39.125 1 301 -;Gap=M62 I1 M238;coverage=100.0;identity=99.7;matches=296;mismatches=0;indels=1;unknowns=4
AZ20/IA23	AZ20/IA23_c4_54518_42.957	42.957	D09	"9,858,730"	"9,859,029"	99	ID=AZ20/IA23_c4_54518_42.957.path1;Name=AZ20/IA23_c4_54518_42.957;Target=AZ20/IA23_c4_54518_42.957 1 301 +;Gap=M142 I1 M158;coverage=100.0;identity=99.3;matches=298;mismatches=1;indels=1;unknowns=1
AZ20/IA23	AZ20/IA23_GS1D_53810p1475q16_44.379	44.379	D11	"7,197,014"	"7,197,345"	98	ID=AZ20/IA23_GS1D_53810p1475q16_44.379.path1;Name=AZ20/IA23_GS1D_53810p1475q16_44.379;Target=AZ20/IA23_GS1D_53810p1475q16_44.379 3 199 -;Gap=M33 D1 M8 D1 M30 I1 M109 N134 M16;coverage=32.8;identity=98.5;matches=194;mismatches=0;indels=3;unknowns=2
AZ20/IA23	AZ20/IA23_GS1D_53810p1475q16_44.379	44.379	A09	"8,963,853"	"8,964,254"	100	ID=AZ20/IA23_GS1D_53810p1475q16_44.379.path2;Name=AZ20/IA23_GS1D_53810p1475q16_44.379;Target=AZ20/IA23_GS1D_53810p1475q16_44.379 200 601 +;Gap=M402;coverage=66.9;identity=100.0;matches=385;mismatches=0;indels=0;unknowns=17
AZ20/IA23	AZ20/IA23_ck_57041_54.527	54.527	D09	"5,404,574"	"5,404,846"	100	ID=AZ20/IA23_ck_57041_54.527.path1;Name=AZ20/IA23_ck_57041_54.527;Target=AZ20/IA23_ck_57041_54.527 1 273 +;Gap=M273;coverage=100.0;identity=100.0;matches=272;mismatches=0;indels=0;unknowns=1
AZ20/IA23	AZ20/IA23_c2_03579_55.944	55.944	D09	"3,971,337"	"3,971,634"	99	ID=AZ20/IA23_c2_03579_55.944.path1;Name=AZ20/IA23_c2_03579_55.944;Target=AZ20/IA23_c2_03579_55.944 1 301 -;Gap=M80 I1 M7 I1 M11 I1 M200;coverage=100.0;identity=99.0;matches=297;mismatches=0;indels=3;unknowns=1
AZ20/IA23	AZ20/IA23_c2_67586_57.349	57.349	D09	"3,506,029"	"3,506,328"	99	ID=AZ20/IA23_c2_67586_57.349.path1;Name=AZ20/IA23_c2_67586_57.349;Target=AZ20/IA23_c2_67586_57.349 1 301 +;Gap=M187 I1 M113;coverage=100.0;identity=99.7;matches=298;mismatches=0;indels=1;unknowns=2
AZ20/IA23	AZ20/IA23_EST1D_30997_01_542_61.94_Cotton16_30997_01	61.94	A09	"2,513,983"	"2,515,716"	95	ID=AZ20/IA23_EST1D_30997_01_542_61.94_Cotton16_30997_01.path1;Name=AZ20/IA23_EST1D_30997_01_542_61.94_Cotton16_30997_01;Target=AZ20/IA23_EST1D_30997_01_542_61.94_Cotton16_30997_01 7 1347 -;Gap=M92 I2 M80 N392 M1071 D2 M17 D1 M79;coverage=99.6;identity=97.9;matches=1316;mismatches=23;indels=5;unknowns=0
AZ20/IA23	AZ20/IA23_EST1D_30997_01_542_61.94_Cotton16_30997_01	61.94	D09	"2,151,800"	"2,158,497"	97	ID=AZ20/IA23_EST1D_30997_01_542_61.94_Cotton16_30997_01.path2;Name=AZ20/IA23_EST1D_30997_01_542_61.94_Cotton16_30997_01;Target=AZ20/IA23_EST1D_30997_01_542_61.94_Cotton16_30997_01 7 1347 -;Gap=M102 D2 M72 N380 M704 N4978 M376 I3 M84;coverage=99.6;identity=98.1;matches=1318;mismatches=20;indels=5;unknowns=0
AZ20/IA23	AZ20/IA23_EST1D_12374_68.554_Cotton16_12374_01	68.554	D09	"1,970,314"	"1,974,592"	99	ID=AZ20/IA23_EST1D_12374_68.554_Cotton16_12374_01.path1;Name=AZ20/IA23_EST1D_12374_68.554_Cotton16_12374_01;Target=AZ20/IA23_EST1D_12374_68.554_Cotton16_12374_01 5 1971 -;Gap=M126 D38 M339 N80 M249 N101 M139 N510 M219 N480 M376 N75 M268 N1028 M251;coverage=99.6;identity=97.5;matches=1955;mismatches=12;indels=38;unknowns=0
AZ20/IA23	AZ20/IA23_c4_15967_72.283	72.283	D09	"1,234,789"	"1,235,089"	100	ID=AZ20/IA23_c4_15967_72.283.path1;Name=AZ20/IA23_c4_15967_72.283;Target=AZ20/IA23_c4_15967_72.283 1 301 -;Gap=M301;coverage=100.0;identity=100.0;matches=298;mismatches=0;indels=0;unknowns=3
							
AZ21/IA20	AZ21/IA20_c4_16632_0	0	D07	"46,471,967"	"46,472,261"	97	ID=AZ21/IA20_c4_16632_0.path1;Name=AZ21/IA20_c4_16632_0;Target=AZ21/IA20_c4_16632_0 1 301 +;Gap=M66 I1 M5 I1 M38 I2 M56 I1 M2 I1 M128;coverage=100.0;identity=97.7;matches=292;mismatches=1;indels=6;unknowns=2
AZ21/IA20	AZ21/IA20_c4_46170_3.81	3.81	D07	"48,192,327"	"48,192,627"	100	ID=AZ21/IA20_c4_46170_3.81.path1;Name=AZ21/IA20_c4_46170_3.81;Target=AZ21/IA20_c4_46170_3.81 1 301 -;Gap=M301;coverage=100.0;identity=100.0;matches=300;mismatches=0;indels=0;unknowns=1
AZ21/IA20	AZ21/IA20_c4_46170_3.81	3.81	scaffold_1329	"26,119"	"26,419"	100	ID=AZ21/IA20_c4_46170_3.81.path2;Name=AZ21/IA20_c4_46170_3.81;Target=AZ21/IA20_c4_46170_3.81 1 301 +;Gap=M301;coverage=100.0;identity=100.0;matches=300;mismatches=0;indels=0;unknowns=1
AZ21/IA20	AZ21/IA20_c2_28117_9.261	9.261	D07	"30,241,202"	"30,241,503"	99	ID=AZ21/IA20_c2_28117_9.261.path1;Name=AZ21/IA20_c2_28117_9.261;Target=AZ21/IA20_c2_28117_9.261 1 301 +;Gap=M66 D1 M235;coverage=100.0;identity=99.7;matches=297;mismatches=0;indels=1;unknowns=4
AZ21/IA20	AZ21/IA20_GS1_41582p272q16_10.076	10.076	A07	"40,540,932"	"40,543,457"	100	ID=AZ21/IA20_GS1_41582p272q16_10.076.path1;Name=AZ21/IA20_GS1_41582p272q16_10.076;Target=AZ21/IA20_GS1_41582p272q16_10.076 26 572 +;Gap=M13 D2 M121 N384 M135 N1279 M188 N314 M90;coverage=95.6;identity=99.4;matches=524;mismatches=1;indels=2;unknowns=22
AZ21/IA20	AZ21/IA20_GS1_41582p272q16_10.076	10.076	D07	"28,617,210"	"28,619,731"	100	ID=AZ21/IA20_GS1_41582p272q16_10.076.path2;Name=AZ21/IA20_GS1_41582p272q16_10.076;Target=AZ21/IA20_GS1_41582p272q16_10.076 26 572 +;Gap=M13 D1 M121 N382 M135 N1279 M188 N313 M90;coverage=95.6;identity=99.4;matches=523;mismatches=2;indels=1;unknowns=22
AZ21/IA20	AZ21/IA20_c2_14514_15.31	15.31	D07	"22,166,613"	"22,166,911"	99	ID=AZ21/IA20_c2_14514_15.31.path1;Name=AZ21/IA20_c2_14514_15.31;Target=AZ21/IA20_c2_14514_15.31 1 301 -;Gap=M34 I1 M25 I1 M240;coverage=100.0;identity=99.3;matches=297;mismatches=0;indels=2;unknowns=2
AZ21/IA20	AZ21/IA20_ck_75214_19.19	19.19	D07	"18,304,091"	"18,304,390"	99	ID=AZ21/IA20_ck_75214_19.19.path1;Name=AZ21/IA20_ck_75214_19.19;Target=AZ21/IA20_ck_75214_19.19 1 301 +;Gap=M27 I1 M273;coverage=100.0;identity=99.7;matches=299;mismatches=0;indels=1;unknowns=1
AZ21/IA20	AZ21/IA20_GS2D_35645p625q31_25.673	25.673	A07	"14,661,816"	"14,663,096"	100	ID=AZ21/IA20_GS2D_35645p625q31_25.673.path1;Name=AZ21/IA20_GS2D_35645p625q31_25.673;Target=AZ21/IA20_GS2D_35645p625q31_25.673 9 601 +;Gap=M79 N110 M131 N114 M104 N201 M86 N164 M82 N99 M111;coverage=98.7;identity=100.0;matches=583;mismatches=0;indels=0;unknowns=10
AZ21/IA20	AZ21/IA20_GS2D_35645p625q31_25.673	25.673	D07	"11,890,417"	"11,891,698"	100	ID=AZ21/IA20_GS2D_35645p625q31_25.673.path2;Name=AZ21/IA20_GS2D_35645p625q31_25.673;Target=AZ21/IA20_GS2D_35645p625q31_25.673 9 601 +;Gap=M79 N108 M131 N114 M104 N201 M86 N164 M82 N102 M111;coverage=98.7;identity=100.0;matches=583;mismatches=0;indels=0;unknowns=10
AZ21/IA20	AZ21/IA20_GS2A_20396p609q3_30.111	30.111	A07	"23,668,529"	"23,669,944"	100	ID=AZ21/IA20_GS2A_20396p609q3_30.111.path1;Name=AZ21/IA20_GS2A_20396p609q3_30.111;Target=AZ21/IA20_GS2A_20396p609q3_30.111 1 601 -;Gap=M141 N815 M460;coverage=100.0;identity=100.0;matches=574;mismatches=0;indels=0;unknowns=27
AZ21/IA20	AZ21/IA20_GS2A_20396p609q3_30.111	30.111	D07	"18,817,828"	"18,819,091"	100	ID=AZ21/IA20_GS2A_20396p609q3_30.111.path2;Name=AZ21/IA20_GS2A_20396p609q3_30.111;Target=AZ21/IA20_GS2A_20396p609q3_30.111 1 601 -;Gap=M141 N662 M350 D1 M110;coverage=100.0;identity=99.7;matches=573;mismatches=1;indels=1;unknowns=27
AZ21/IA20	AZ21/IA20_c2_89198_45.577	45.577	D07	"5,155,281"	"5,155,581"	100	ID=AZ21/IA20_c2_89198_45.577.path1;Name=AZ21/IA20_c2_89198_45.577;Target=AZ21/IA20_c2_89198_45.577 1 301 +;Gap=M301;coverage=100.0;identity=100.0;matches=300;mismatches=0;indels=0;unknowns=1
							
AZ22/IA21	AZ22/IA21_c4_14630_0	0	D07	"55,033,970"	"55,034,268"	99	ID=AZ22/IA21_c4_14630_0.path1;Name=AZ22/IA21_c4_14630_0;Target=AZ22/IA21_c4_14630_0 1 301 -;Gap=M238 I1 M10 I1 M51;coverage=100.0;identity=99.3;matches=298;mismatches=0;indels=2;unknowns=1
AZ22/IA21	AZ22/IA21_c4_00098_4.944	4.944	D07	"55,696,530"	"55,696,830"	100	ID=AZ22/IA21_c4_00098_4.944.path1;Name=AZ22/IA21_c4_00098_4.944;Target=AZ22/IA21_c4_00098_4.944 1 301 +;Gap=M301;coverage=100.0;identity=100.0;matches=299;mismatches=0;indels=0;unknowns=2
							
